Source,Target,Type,Id,Label,Weight,first lines,note,editions,folio,last lines,facsimiles,attributed title,transcription,attributed author
DIMEV 3137,CamGon512,Undirected,277935,,1,,"Ends imperfectly in second stanza. Written in lower margin below Latin
                    song with notation; perhaps intended to be sung to same tune.","Brown,  Carleton Fairchild,
                        ed.  
             English Lyrics of the XIIIth Century.
         Oxford: Clarendon, 1932: 236; 161.
James,  Montague Rhodes. 
             A Descriptive Catalogue of the Manuscripts in the Library of Gonville
                and Caius College, Cambridge.
         2 vols. Cambridge: at the UP, 1907: 2.583.
Brook,  George Leslie. 
             The Harley Lyrics.
         Manchester: Manchester UP, 1948; rev. ed. 1956; 3rd ed. 1964: 88; 70-1.
Wilson,  Richard Middlewood. 
             The Lost Literature of Medieval England.
         London: Methuen, 1952: 182.",f. 260v,,,,"Lytel wotyt onyman hu derne loue was fu[n]deBut he þat was on
                    Rode don and bouth vs wyth his wondeffor loue of man he made hym self vn
                    sundeHe haueth y kast a grysligast to grundeHe bouth vs wyth hys suete
                    blod hu myth he don vs more…",
DIMEV 3137,BLHar2253,Undirected,277936,,1,"Lutel wot hit anymon hou loue hym haueþ yboundeþat for vs
                    o þe rode ron ant bohte vs wiþ is wounde…",,"Brown,  Carleton Fairchild,
                        ed.  
             English Lyrics of the XIIIth Century.
         Oxford: Clarendon, 1932: 236; 161.
Wright,  Thomas. 
             Specimens of Lyric Poetry composed in England in the Reign of Edward
                the First.
Percy Society
         4. London: Richard, 1842: 111-12.
Böddeker,  Karl. 
             Altenglische Dichtungen des MS. Harl. 2253.
         Berlin: Weidmann, 1878: 230-2.
Zupitza,  Julius. 
             Alt- und mittelenglisches Uebungsbuch mit einem
                Wörterbuch.
         8th ed. Vienna and Leipzig: Braumüller, 1907; 12th ed., ed. Albert
            Eichler. Wein: Braumüller, 1922: 163-4.
Brook,  George Leslie. 
             The Harley Lyrics.
         Manchester: Manchester UP, 1948; rev. ed. 1956; 3rd ed. 1964: 88; 70-1 (with facs., frontispiece).
Stevick,  Robert D.,
                        ed.  
             One Hundred Middle English Lyrics.
         Indianapolis: Bobbs-Merrill, 1964: 57-8.
Silverstein,  Theodore,
                        ed.  
             Medieval English Lyrics.
         York Medieval Texts. London: Edw. Arnold, 1971: 51-2.
Luria,  Maxwell Sidney,  and  Richard L. Hoffman, eds.  
             Middle English Lyrics.
         New York: Norton, 1974: 201-2.
Fein,  Susanna Greer,
                        ed.  
             The Complete Harley 2253 Manuscript, Volume 2.
         Kalamazoo, Michigan: Medieval Institute Publications, 2009: Booklet 6, no. 92.",f. 128r1,"…ffor loue of vs his wonges waxeþ þunnehis herte
                    blod he ȝef for al mon kunneEuer & oo etc.",,,,
DIMEV 3138,BLEge613,Undirected,277937,,1,,Written as prose.,"Wright,  Thomas,  and  James Orchard Halliwell-Phillipps, eds.  
             Reliquiae Antiquae.
         2 vols. London: Smith, 1845: 1.104.
Brown,  Carleton Fairchild,
                        ed.  
             English Lyrics of the XIIIth Century.
         Oxford: Clarendon, 1932: 236.
Brook,  George Leslie. 
             The Harley Lyrics.
         Manchester: Manchester UP, 1948; rev. ed. 1956; 3rd ed. 1964: 88.",f. 2v,,,,"Litel uo it eniman on trewe loue bistodetbute oure swete leuedi
                    þat muchel þer of haud fondetThe love of hire hit lassted swthe
                    longeHe oaweþ ws plist he wele hus underfongeOwre mo is mi lif
                    and ic in grete þotei þenke of hire þat al hure blisse hus
                    broute",
DIMEV 3140,CamTCC323,Undirected,277939,,1,"Liuis firist & licames heleþine sumes heir to
                    beten& þine soule to saluen…","Includes (?)colophon?, ‘God turneþe to þen ilke
                    þinke / þat þe is best to lif & to
                    [soule?]’.","Person,  Henry Axel. 
             Cambridge Middle English Lyrics.
         Seattle: University of Washington Press, 1953; rev. ed. 1962: 26.",f. 42v,"…To heowene crist þe sendeÞer blisse is bouten
                    hende",,,,
DIMEV 3167,CamTCC323,Undirected,278019,,1,,Occurs separately.,,f. 28,,,,"longe scleparis ouer leparis & ouer kipparisic nan nout here me
                    ne hoene bort of innebote ifheo amende them a slen conhalle",
DIMEV 3183,BLHar913,Undirected,278047,,1,"Be hold to þi lord man whare he hangiþ on rodeAnd weep if
                    you miȝte teris al of blode…","The final two lines are two verse lines per manuscript line, whereas
                    the rest of the text is one verse line per manuscript line; 22 lines, with 3341.","Furnivall,  Frederick James. 
             Early English Poems and Lives of Saints.
Transactions of the London Philological Society
         1858; Pt. 2, Berlin, 1862: 20-1.
Heuser,  Wilhelm. 
             Die Kildare-Gedichte…
Bonner Beiträge zur Anglistik
         14. Bonn: P. Hanstein, 1904: 129.",ff. 28-28v,"…For first ic makid þe of noȝt and siþ dere þe
                    iboȝtWhan ic mi lif ȝef for þe and ihang was on
                    tre",,,,
DIMEV 3187,CamTCC323,Undirected,278054,,1,"Louerd asse þu ard on god ever buten hendeÞou þat
                    lesedest adam ut of helle bendeHic bidde þe for…",,"Brunner,  Karl. 
             “Zwei Gedichte aus der Handschrift Trinity College Cambridge
                323.” 
             Englische Studien
         70 (1935): 221-43: 231.",ff. 36-42,"…Sein gregori prechede wid þe guldene mouþeIc tales
                    þat he told heo beit þeit ful coiþe",,,,
DIMEV 3191,CamTCC323,Undirected,278058,,1,"Louerd crist þou hauest us boustÞou madest al þis
                    world of noust…",,"Hickes,  George. 
             Linguarum Veterum Septentrionalium Thesaurus Grammatico-Criticus et
                Archaeologicus.
         Oxford, 1705: 1.144.
Meyer,  Paul. 
             “Les Manuscrits Français de Cambridge: III. Trinity
                College.” 
             Romania
         32 (1903): 18-120: 22-3.
Brown,  Carleton Fairchild,
                        ed.  
             English Lyrics of the XIIIth Century.
         Oxford: Clarendon, 1932: 20-2.",f. 24,"…Ihesu þi blisse us bi see for þiswete moder
                    loue",,,,
DIMEV 3201,NLS1921,Undirected,278074,,1,"Lorde god to þe we calleÞat þou haue merci on ous
                    alle…","Preceded by opening line from Psalm 50, Miserere mei
                    deus.","Laing,  David,
                        ed.  
             A Penni Worth of Witte, Florice and Blauncheflour….
Abbotsford Club
         29. Edinburgh, 1857: 76-80.
Kölbing,  Eugen. 
             “Kleine Publicationen aus der Auchinleck-HS: VII. Psalm L.” 
             Englische Studien
         9 (1886): 49-50: 49-50.",ff. 280rb-280vb,"…Fram þe first biginningeÞat neuer no schal haue
                    endinge","Pearsall,  Derek,  and  I. C. Cunningham, eds.  
             The Auchinleck Manuscript. National Library of Scotland
                Advocates’ MS. 19.2.1.
         London: Scolar Press, 1977.",Dauid þe king (f. 280rb),,
DIMEV 3227,BLHar2253,Undirected,278119,,1,"Lord þat lenest vs lyf  ant lokest vch an ledeForte cocke
                    wiþ knyf  nast þou none nede…",Written two lines of verse per line of MS.,"Wright,  Thomas,
                        ed.  
             The Political Songs of England.
Camden Society
         o.s. 6 (1839): 153.
Fairholt,  Frederick William. 
             “Satirical Songs and Poems on Costume.” 
             Percy Society
         27. London: Richards, 1849: 40-2.
Böddeker,  Karl. 
             Altenglische Dichtungen des MS. Harl. 2253.
         Berlin: Weidmann, 1878: 106-7.
Brown,  Carleton Fairchild,
                        ed.  
             English Lyrics of the XIIIth Century.
         Oxford: Clarendon, 1932: 133-4.
Dickins,  Bruce,  and  Richard M. Wilson.  
             Early Middle English Texts.
         Cambridge: at the University Press, 1951: 124-5.
Kaiser,  Rolf,
                        ed.  
             Alt- und mittelenglische Anthologie.
         Berlin, 1954; 3rd ed.; trans. as  Medieval English: a
                Old English and Middle English Anthology Berlin West, 1958: 480.
Turville-Petre,  Thorlac. 
             Alliterative Poetry of the Later Middle Ages.
Routledge Medieval English Texts.
         Washington: Catholic University of America Press, 1989: 12-13.
Fein,  Susanna Greer,
                        ed.  
             The Complete Harley 2253 Manuscript, Volume 2.
         Kalamazoo, Michigan: Medieval Institute Publications, 2009: Booklet 4, no. 25a.",f. 61v,"…Þat heo be kud ant kneweFor strompet in rybaudes
                    rewe","Ker,  Neil Ripley. 
             “Introduction.” 
             Facsimile of British Museum MS. Harley 2253.
EETS
         o.s. 255 (1965).",,,
DIMEV 3231,NLS1921,Undirected,278131,,1,"Lord Ihesu king of glorieSwiche auentour & swiche
                    victorie…","Lines 1-168 and 2783-2957, first 24 lines in 12-line stanzas
                    aabccbddbeeb, then couplets. Two other fragments from this MS are now Edinburgh,  Edinburgh University Library 218 and St Andrews,  St Andrews University Library PR2065.R4 (see below).",,ff. 326ra-327vb,"…Wel mani kniȝt du[ ] es dedeAfter him priked on her
                    nede…","Pearsall,  Derek,  and  I. C. Cunningham, eds.  
             The Auchinleck Manuscript. National Library of Scotland
                Advocates’ MS. 19.2.1.
         London: Scolar Press, 1977.",King Richard (f. 326ra),,
DIMEV 3232,CamTCC323,Undirected,278136,,1,,,,f. 72va,,,,"Louerd þou me vouter wit blod oponþe tre þe haȝe
                    ioie in heuene",
DIMEV 3250,NLS1921,Undirected,278168,,1,"Lordinges herkneþ to me taleIs merier þan þe
                    niȝtingale…",‘A’ text; one leaf missing.,"Turnbull,  William Barclay David Donald,
                        ed.  
             Sir Beves of Hamtoun.
Maitland Club
         44. Edinburgh, 1838. 
Wright,  Thomas,  and  James Orchard Halliwell-Phillipps, eds.  
             Reliquiae Antiquae.
         2 vols. London: Smith, 1845: (extracts), 2.64-5.
Kölbing,  Eugen,
                        ed.  
             The Romance of Sir Beues of Hamtoun.
EETS
         e.s. 46 (1885), 48 (1886), 65 (1894); repr. 1973. 
Hertzman,  Ronald B., Graham Drake,   and  Eve Salisbury, eds.  
             Four Romances of England: King Horn, Havelok the Dane, Bevis of Hampton,
                    Athelston.
         Kalamazoo, MI: Western Michigan University for TEAMS, 1999.",ff. 176ra-201ra,"…Þus endeþ beues of hamtounGod ȝeue vs alle is
                    benesoun",,sir beues of hamtoun (f. 170ra),,
DIMEV 3269,BLHar913,Undirected,278324,,1,"Loue hauiþ me broȝt in liþer
                    þoȝtþoȝt ic ab to blinne…",,"Furnivall,  Frederick James. 
             Early English Poems and Lives of Saints.
Transactions of the London Philological Society
         1858; Pt. 2, Berlin, 1862: 21-2.
Schipper,  Jakob. 
             Englische Metrik….
         2 vols. Bonn: Strauss, 1881, 1888: 1.317.
Heuser,  Wilhelm. 
             Die Kildare-Gedichte…
Bonner Beiträge zur Anglistik
         14. Bonn: P. Hanstein, 1904: 166.",f. 58,"…Fare ic wiþ outen arear i be broȝt to
                    grunde",,,,
DIMEV 3279,BodDig86,Undirected,278336,,1,"Loue is sofft loue is swet loue is goed swareLoue is muche tene
                    loue is muchel kare…",,"Conybeare,  John Josias,
                        ed.  
             The Romance of Octavian.
         Oxford: Collingwood,1809: 58-9.
Wright,  Thomas. 
             Anecdota Literaria.
         London: John Russell Smith, 1844: 96.
Brown,  Carleton Fairchild,
                        ed.  
             English Lyrics of the XIIIth Century.
         Oxford: Clarendon, 1932: 107-8.
Sisam,  Celia,  and  Kenneth Sisam, eds.  
             The Oxford Book of Medieval English Verse.
         Oxford: Clarendon, 1970: 35-7.
Luria,  Maxwell Sidney,  and  Richard L. Hoffman, eds.  
             Middle English Lyrics.
         New York: Norton, 1974: 17-18.",f. 200,"…Loue comseþ wiþ kare and hendeþ wiþ
                    teneMid lauedi mid wiue mid maide and quene","Tschann,  Judith A.,  and  Malcolm B. Parkes.  
             “Introduction.” 
             Facsimile of Oxford, Bodleian Library, MS Digby 86
EETS
         s.s. 16 (1996).",Ci comence la manere quele amour est pur assaier (f. 200),,
DIMEV 3302,BLHar913,Undirected,278387,,1,"Lollai .l. litil child whi wepistou so soreNedis mostou wepe hit
                    was iȝarkid þe ȝore…","Transcript in London,  British Library Addit. 20091, ff.
                    58v-60.","Wright,  Thomas,  and  James Orchard Halliwell-Phillipps, eds.  
             Reliquiae Antiquae.
         2 vols. London: Smith, 1845: 2.177-8.
Pinkerton,  W. 
             “Early Anglo-Irish Poetry.” 
             Ulster Journal of Archaeology
         8 (1860): 268-79: 277-8.
Heuser,  Wilhelm. 
             Die Kildare-Gedichte…
Bonner Beiträge zur Anglistik
         14. Bonn: P. Hanstein, 1904: 174-5.
Chambers,  Edmund Kerchever,  and  Frank Sidgwick.  
             Early English Lyrics….
         London: Buller, 1907, 1911 et seq: 166-8.
Brown,  Carleton Fairchild,
                        ed.  
             Religious Lyrics of the XIV Century.
         Oxford: Clarendon, 1924. 2nd ed., rev.: G. V. Smithers, Oxford,
            1952: 35-6.
Kaiser,  Rolf,
                        ed.  
             Alt- und mittelenglische Anthologie.
         Berlin, 1954; 3rd ed.; trans. as  Medieval English: a
                Old English and Middle English Anthology Berlin West, 1958: 242 (4 st. only).
Davies,  Reginald Thorne. 
             Medieval English Lyrics: a critical anthology.
         London, 1963; Evanston, IL: Northwestern UP, 1964: 106-7.
Silverstein,  Theodore,
                        ed.  
             Medieval English Lyrics.
         York Medieval Texts. London: Edw. Arnold, 1971: 54-6.
Gray,  Douglas,
                        ed.  
             A Selection of Religious Lyrics.
Clarendon Medieval and Tudor Series.
         Oxford: Clarendon, 1975: 83.
Stevick,  Robert D.,
                        ed.  
             One Hundred Middle English Lyrics.
         Indianapolis: Bobbs-Merrill, 1964: 62-3.
Sisam,  Celia,  and  Kenneth Sisam, eds.  
             The Oxford Book of Medieval English Verse.
         Oxford: Clarendon, 1970: 154-6.
Burrow,  John. 
             English Verse 1300-1500.
         London and NY: Longman, 1971: 28.",ff. 32-32v,"…Lolla .l. litil chil þis wo adam þe wroȝtWhan
                    he of þe appil ete and eue hit him betacht",,,,
DIMEV 3330,BLHar2253,Undirected,278423,,1,"Mayden moder milde oieȝ cel oreysounfrom shome þou
                    me shilde e de ly malfeloun…",,"Wright,  Thomas. 
             Specimens of Lyric Poetry composed in England in the Reign of Edward
                the First.
Percy Society
         4. London: Richard, 1842: 97-8.
Böddeker,  Karl. 
             Altenglische Dichtungen des MS. Harl. 2253.
         Berlin: Weidmann, 1878: 220-2.
Chambers,  Edmund Kerchever,  and  Frank Sidgwick.  
             Early English Lyrics….
         London: Buller, 1907, 1911 et seq: 100-1.
Wülker,  Richard Paul,
                        ed.  
             Altenglisches Lesebuch.
         2 vols. in one. Halle: Lippert, 1874, 1880: 1.49-50.
Brown,  Carleton Fairchild,
                        ed.  
             English Lyrics of the XIIIth Century.
         Oxford: Clarendon, 1932: 155-6.
Brook,  George Leslie. 
             The Harley Lyrics.
         Manchester: Manchester UP, 1948; rev. ed. 1956; 3rd ed. 1964: 66-8.
Silverstein,  Theodore,
                        ed.  
             Medieval English Lyrics.
         York Medieval Texts. London: Edw. Arnold, 1971: 49-50.
Luria,  Maxwell Sidney,  and  Richard L. Hoffman, eds.  
             Middle English Lyrics.
         New York: Norton, 1974: 180.
Saupe,  Karen,
                        ed.  
             Middle English Marian
                    Lyrics.
         Kalamazoo, MI: Western Michigan University for TEAMS, 1998: 135-6; 254.
Fein,  Susanna Greer,
                        ed.  
             The Complete Harley 2253 Manuscript, Volume 2.
         Kalamazoo, Michigan: Medieval Institute Publications, 2009: Booklet 5, no. 69.",f. 83r1,"…he was ycrouned kynge pur nostre redempciounWhose wol
                    me synge auera graunt pardoun","Ker,  Neil Ripley. 
             “Introduction.” 
             Facsimile of British Museum MS. Harley 2253.
EETS
         o.s. 255 (1965).",,,
DIMEV 3330,TokyoTak67,Undirected,278424,,1,,,,f.,,,,,
DIMEV 3341,BLHar913,Undirected,278473,,1,"Man bi hold what ic for þe þolid up þe rode treNe
                    man no kinnes wo be mare þan min was þo ic heng
                    þair…",Two verse lines per manuscript line,"Furnivall,  Frederick James. 
             Early English Poems and Lives of Saints.
Transactions of the London Philological Society
         1858; Pt. 2, Berlin, 1862: 21.
Heuser,  Wilhelm. 
             Die Kildare-Gedichte…
Bonner Beiträge zur Anglistik
         14. Bonn: P. Hanstein, 1904: 129.
Silverstein,  Theodore,
                        ed.  
             Medieval English Lyrics.
         York Medieval Texts. London: Edw. Arnold, 1971: 56.",f. 28v,"…Wiþ vte ic was ipinid sore wiþ in ic was mochil
                    moreFor þou nelt þonk me þe loue þt ich schowid
                    þe",,,,
DIMEV 3362,BLHar2253,Undirected,278518,,1,"Mon in þe mone stond ant stritOn is bot forke is burþen
                    he bereþ…",Written as prose.,"Ritson,  Joseph,
                        ed.  
             Ancient Songs and Ballads from the Reign of King Henry the Second to
                the Revolution.
         2 vols. London, 1829; re-ed. 
                William Carew
                Hazlitt
             London, 1877: 1.69-70.
Wright,  Thomas. 
             Specimens of Lyric Poetry composed in England in the Reign of Edward
                the First.
Percy Society
         4. London: Richard, 1842: 110-11.
Böddeker,  Karl. 
             Altenglische Dichtungen des MS. Harl. 2253.
         Berlin: Weidmann, 1878: 176-7.
Brown,  Carleton Fairchild,
                        ed.  
             English Lyrics of the XIIIth Century.
         Oxford: Clarendon, 1932: 160-1.
Manly,  John Matthews,
                        ed.  
             English Poetry (1170-1892).
         2 vols. Boston: Ginn, 1916; later condensed with  English Prose (1137-1892) into  English Prose and Poetry
                (1137-1892): 13-14.
Dickins,  Bruce,  and  Richard M. Wilson.  
             Early Middle English Texts.
         Cambridge: at the University Press, 1951: 123-4.
Brook,  George Leslie. 
             The Harley Lyrics.
         Manchester: Manchester UP, 1948; rev. ed. 1956; 3rd ed. 1964: 69-70.
Kaiser,  Rolf,
                        ed.  
             Alt- und mittelenglische Anthologie.
         Berlin-Charlottenburg: E. Schütt, 1954: 307.
Kaiser,  Rolf,
                        ed.  
             Alt- und mittelenglische Anthologie.
         Berlin-Charlottenburg: E. Schütt, 1954: 473.
Speirs,  John. 
             Medieval English Poetry: the non-Chaucerian Tradition.
         London: Faber, 1957: 92-3.
Davies,  Reginald Thorne. 
             Medieval English Lyrics: a critical anthology.
         London, 1963; Evanston, IL: Northwestern UP, 1964: 71-3.
Bennett,  Jack Arthur Walter,  and  G. V. Smithers, eds.  
             Early Middle English Verse and Prose.
         Oxford: Clarendon, 1966: 127-8.
Sisam,  Celia,  and  Kenneth Sisam, eds.  
             The Oxford Book of Medieval English Verse.
         Oxford: Clarendon, 1970: 132-4.
Luria,  Maxwell Sidney,  and  Richard L. Hoffman, eds.  
             Middle English Lyrics.
         New York: Norton, 1974: 131.
Turville-Petre,  Thorlac. 
             Alliterative Poetry of the Later Middle Ages.
Routledge Medieval English Texts.
         Washington: Catholic University of America Press, 1989: 32-3.
Fein,  Susanna Greer,
                        ed.  
             The Complete Harley 2253 Manuscript, Volume 2.
         Kalamazoo, Michigan: Medieval Institute Publications, 2009: Booklet 6, no. 81.",ff. 114v-115,"…Þah me teone wiþ hym þat myn teh myeÞe
                    cherld nul nout adoun er þe day dawe","Ker,  Neil Ripley. 
             “Introduction.” 
             Facsimile of British Museum MS. Harley 2253.
EETS
         o.s. 255 (1965).",,,
DIMEV 3383,CULAdd4407d,Undirected,278549,,1,"At wise hending he may lerneþat was marcolfes
                    sone…",Lines 2-36 only,,,"…þer if it mote hand all is willeWilton nilton it schal
                    spille",,,,
DIMEV 3383,CamGon351,Undirected,278550,,1,,Six lines rhyming aabccb.,"Wenzel,  Siegfried. 
             “Unrecorded Middle-English Verses.” 
             Anglia
         92 (1974): 55-78: no. 38.
Wenzel,  Siegfried. 
             Verses in Sermons: ‘Fasciculus morum’ and Its Middle
                English Poems.
         Cambridge, MA: Medieval Academy of America, 1978: 95.
Laing,  Margaret. 
             Catalogue of sources for a Linguistic Atlas of Early Medieval
                English.
         Cambridge: UP, 1993: p. ? (first three lines only, listing as f.
                            102v, and mistranscribing ‘wyf’ at end third
                        line).",f. 104v,,,,"Meni man syngatwan he hom bringatA fayr ȝung wys
                        [sic]& hym he by þoȝte& wyste
                    wat he broȝtea myȝte wepe all hys lyf",
DIMEV 3383,BLHar2253,Undirected,278551,,1,"Mon þat wol of wysdam herenAt wyse Hendyng he may
                    leren…",,"Wright,  Thomas,  and  James Orchard Halliwell-Phillipps, eds.  
             Reliquiae Antiquae.
         2 vols. London: Smith, 1845: 1.109-16.
Kemble,  John Mitchell. 
             The Dialogue of Salomon and Saturnus.
         London: Aelfric Society, 1848: 270.
Mätzner,  Edouard Adolf Ferdinand. 
             Altenglische Sprachproben, I: Poesie.
         Berlin: Wiedmann, 1867: 1.304.
Morris,  Richard,  and  Walter William Skeat, eds.  
             Specimens of Early English , Pt. I, A.D. 1150-A.D.1300.
         Oxford: Clarendon, 1882, 2nd ed. 1885; Pt. II, A.D. 1298-A.D.1393,
            Oxford: Clarendon, 1872, 2nd ed. 1894; Pt. III. Orig. published separately,
            1871: 2.35.
Böddeker,  Karl. 
             Altenglische Dichtungen des MS. Harl. 2253.
         Berlin: Weidmann, 1878: 287-300.
Morris,  Richard,
                        ed.  
             Specimens of Early English A.D. 1250-A.D. 1400.
         Oxford, 1867 [See also Morris  and  Skeat (1882)
XRichard Morris,   and  Walter William Skeat.  
             Specimens of Early English , Pt. I, A.D. 1150-A.D.1300.
         Oxford: Clarendon, 1882, 2nd ed. 1885; Pt. II, A.D. 1298-A.D.1393,
            Oxford: Clarendon, 1872, 2nd ed. 1894; Pt. III. Orig. published separately,
            1871]: 96-102.
Sisam,  Celia,  and  Kenneth Sisam, eds.  
             The Oxford Book of Medieval English Verse.
         Oxford: Clarendon, 1970: 559.
Fein,  Susanna Greer,
                        ed.  
             The Complete Harley 2253 Manuscript, Volume 2.
         Kalamazoo, Michigan: Medieval Institute Publications, 2009: Booklet 6, no. 89.",ff. 125ra-127ra,"…þat sit in heuene vs aboueȜeue vs god
                    endynge","Ker,  Neil Ripley. 
             “Introduction.” 
             Facsimile of British Museum MS. Harley 2253.
EETS
         o.s. 255 (1965).",,,
DIMEV 3386,BLRoy12Ei,Undirected,278553,,1,,,"Brown,  Carleton Fairchild,
                        ed.  
             Religious Lyrics of the XIV Century.
         Oxford: Clarendon, 1924. 2nd ed., rev.: G. V. Smithers, Oxford,
            1952: 2.
Luria,  Maxwell Sidney,  and  Richard L. Hoffman, eds.  
             Middle English Lyrics.
         New York: Norton, 1974: 207.",f. 194v,,,,,
DIMEV 3402,CamGon351,Undirected,278586,,1,,,,f. 102v,,,,,
DIMEV 3405,BodDig86,Undirected,278591,,1,,,"Varnhagen,  Hermann. 
             “Zu mittelenglischen gedichten: XI - XIII.” 
             Anglia
         4 (1881): 180-210: 200.",f. 143,,"Tschann,  Judith A.,  and  Malcolm B. Parkes.  
             “Introduction.” 
             Facsimile of Oxford, Bodleian Library, MS Digby 86
EETS
         s.s. 16 (1996).",,"Many man weneþ þat he wene Ne þarf longe to liuen
                    And him Lieþ þe wrench Quod hending",
DIMEV 3490,BLHar2253,Undirected,278803,,1,"Middelerd for mon wes madvnmihti aren is meste
                    mede…",Written two lines of verse per line of MS.,"Wright,  Thomas. 
             Specimens of Lyric Poetry composed in England in the Reign of Edward
                the First.
Percy Society
         4. London: Richard, 1842: 22-5.
Böddeker,  Karl. 
             Altenglische Dichtungen des MS. Harl. 2253.
         Berlin: Weidmann, 1878: 181-4.
Brown,  Carleton Fairchild,
                        ed.  
             English Lyrics of the XIIIth Century.
         Oxford: Clarendon, 1932: 134-6.
Brook,  George Leslie. 
             The Harley Lyrics.
         Manchester: Manchester UP, 1948; rev. ed. 1956; 3rd ed. 1964: 29-31.
Fein,  Susanna Greer,
                        ed.  
             The Complete Harley 2253 Manuscript, Volume 2.
         Kalamazoo, Michigan: Medieval Institute Publications, 2009: Booklet 4, no. 27.",f. 62v,"…ant on ys ryhthond hente roweWyþ ryht wysemen to
                    aryse","Ker,  Neil Ripley. 
             “Introduction.” 
             Facsimile of British Museum MS. Harley 2253.
EETS
         o.s. 255 (1965).",,,
DIMEV 3550,BLHar2253,Undirected,278913,,1,"Mosti ryden by rybbesdaleWilde wymmen forte
                    wale…",Written as prose.,"Wright,  Thomas. 
             Specimens of Lyric Poetry composed in England in the Reign of Edward
                the First.
Percy Society
         4. London: Richard, 1842: 33-6.
Böddeker,  Karl. 
             Altenglische Dichtungen des MS. Harl. 2253.
         Berlin: Weidmann, 1878: 155-8.
Brook,  George Leslie. 
             The Harley Lyrics.
         Manchester: Manchester UP, 1948; rev. ed. 1956; 3rd ed. 1964: 37-9.
Bennett,  Jack Arthur Walter,  and  G. V. Smithers, eds.  
             Early Middle English Verse and Prose.
         Oxford: Clarendon, 1966: 113-15.
Luria,  Maxwell Sidney,  and  Richard L. Hoffman, eds.  
             Middle English Lyrics.
         New York: Norton, 1974: 25-7.
Fein,  Susanna Greer,
                        ed.  
             The Complete Harley 2253 Manuscript, Volume 2.
         Kalamazoo, Michigan: Medieval Institute Publications, 2009: Booklet 5, no. 34.",f. 66v1,"…Þat myhte nyhtes neh hyre leȝeHeuene he heuede
                    here","Ker,  Neil Ripley. 
             “Introduction.” 
             Facsimile of British Museum MS. Harley 2253.
EETS
         o.s. 255 (1965).",,,
DIMEV 3592,BLHar2253,Undirected,279038,,1,"My deþ Y loue my lyf Ich hate for a leuedy sheneHeo is brith
                    so daies liht þat is on me wel sene…",,"Wright,  Thomas. 
             Specimens of Lyric Poetry composed in England in the Reign of Edward
                the First.
Percy Society
         4. London: Richard, 1842: 90-1.
Böddeker,  Karl. 
             Altenglische Dichtungen des MS. Harl. 2253.
         Berlin: Weidmann, 1878: 172-3.
Chambers,  Edmund Kerchever,  and  Frank Sidgwick.  
             Early English Lyrics….
         London: Buller, 1907, 1911 et seq: 12-14.
Cook,  Albert Stanburrough. 
             A Literary Middle English Reader.
         Boston and New York: Ginn, 1915: 418-20.
Sampson,  George. 
             The Cambridge Book of Prose and Verse.
         Cambridge: at the UP, 1924: 413.
Brown,  Carleton Fairchild,
                        ed.  
             English Lyrics of the XIIIth Century.
         Oxford: Clarendon, 1932: 152-4.
 Bad Key: Kirke1868-6: 74 (extracts).
Dickins,  Bruce,  and  Richard M. Wilson.  
             Early Middle English Texts.
         Cambridge: at the University Press, 1951: 121-2.
Brook,  George Leslie. 
             The Harley Lyrics.
         Manchester: Manchester UP, 1948; rev. ed. 1956; 3rd ed. 1964: 62-3.
Kaiser,  Rolf,
                        ed.  
             Alt- und mittelenglische Anthologie.
         Berlin-Charlottenburg: E. Schütt, 1954: 298-9.
Kaiser,  Rolf,
                        ed.  
             Alt- und mittelenglische Anthologie.
         Berlin, 1954; 3rd ed.; trans. as  Medieval English: a
                Old English and Middle English Anthology Berlin West, 1958: 468-9.
Davies,  Reginald Thorne. 
             Medieval English Lyrics: a critical anthology.
         London, 1963; Evanston, IL: Northwestern UP, 1964: 59-62.
Bennett,  Jack Arthur Walter,  and  G. V. Smithers, eds.  
             Early Middle English Verse and Prose.
         Oxford: Clarendon, 1966: 124-6"".
Sisam,  Celia,  and  Kenneth Sisam, eds.  
             The Oxford Book of Medieval English Verse.
         Oxford: Clarendon, 1970: 129-31.
Silverstein,  Theodore,
                        ed.  
             Medieval English Lyrics.
         York Medieval Texts. London: Edw. Arnold, 1971: 91-2.
Luria,  Maxwell Sidney,  and  Richard L. Hoffman, eds.  
             Middle English Lyrics.
         New York: Norton, 1974: 34-5.
Fein,  Susanna Greer,
                        ed.  
             The Complete Harley 2253 Manuscript, Volume 2.
         Kalamazoo, Michigan: Medieval Institute Publications, 2009: Booklet 5, no. 64.",f. 80v,"…Fader moder ant al my kun ne shal me holde so stilleÞat
                    Y nam þyn ant þou art myn to don al þi wille","Ker,  Neil Ripley. 
             “Introduction.” 
             Facsimile of British Museum MS. Harley 2253.
EETS
         o.s. 255 (1965).",,,
