"GROUP_ID"	"Book"	"QUOTE_TRANSCRIPTION"	"start"	"end"	"Date (earliest)"	"Date (display)"	"Date (latest)"	"LIST"	"PERSON"	"Uncertain Book"	"Uncertain date"	"Agent (by hand of)"	"Uncertain Person"	"Partial"
"7e4f408d-c66e-40dd-87e0-1b90ac130c2c"	"Nero DII"	"Ralph Starkey, 1622 (2.123)"	"2652"	"2679"	"1622"	"1622"	"1622"	"2.123"	"Ralph Starkey"	""	""	""	""	""
"7e536a97-87b7-40a7-8655-6cd73ee59630"	"Caligula EXI"	"Camden, 1612-16 (75.14: ? this)"	"688"	"719"	"1612"	"1614"	"1616"	""	"William Camden"	""	""	""	""	""
"7ed06326-662e-478a-b20d-5a2c517bf585"	"Vitellius DVII"	"James Ussher, 1621 (2.12: this or Vesp. A.IX)."	"333"	"379"	"1621"	"1621"	"1621"	"2.12"	"James Ussher"	"Vitellius DVII | Vespasian A.IX"	""	""	""	""
"7f68ddd0-edf6-4306-a819-210871e07cd6"	"London British Library Additional MS 46410"	"John Borough, 1640 (201.1)"	"440"	"466"	"1640"	"1640"	"1640"	"201.1"	"John Borough"	""	""	""	""	""
"7f9265e2-a8f4-4aef-8393-2b64e14a594b"	"Titus FIV"	"? Montagu, by 1631 (120.1)."	"729"	"774"	""	"1631"	"1631"	"120.1"	"Henry Montagu"	""	""	""	"?"	""
"7fc6ced9-a3fc-451d-a458-3a2fbf80d203"	"Caligula DI"	"Richard Cecil, after Christmas 1604 (129.3: fols 37-84y, art. 6, of this, or Calig. B.IV)."	"366"	"471"	"1604"	"1604"	""	"129.3"	"Richard Cecil"	"Caligula DI | Caligula B.IV"	""	""	""	""
"804089df-3f95-48c9-882d-770b6b8a5609"	"Galba BVII"	"John Selden"	"208"	"218"	"1621"	"1621"	"1621"	"2.87"	"John Selden"	""	""	""	""	""
"80e6e3c3-5046-48b7-bb0e-3d7672d02433"	"Domitian III"	"‘Rob Scauen’"	"359"	"376"	"1639"	"1639"	"1639"	"180.1"	"Rob Scauen"	""	""	""	""	""
"8144a2a8-2e64-4cb8-ae9f-25f930417bfc"	"Vespasian AXIV"	"Ussher, 1640 (199.1: (1) this or (2) Tib. A.XV)"	"1460"	"1514"	"1640"	"1640"	"1640"	"199.1"	"James Ussher"	"Tiberius AXV |  Vespasian AXIV"	""	""	""	""
"81cb2e6d-8a76-46b1-92e0-439c4dbc83e1"	"Otho BV"	"John Selden"	"520"	"530"	"1638"	"1638"	"1638"	"155.2"	"John Selden"	""	""	""	""	""
"820369a2-12ec-44d3-baf6-462b38cbd95b"	"Nero EVI"	"Selden, c.1638 (163.22: this, Claud. E.VI or Nero C.IX)."	"503"	"575"	"1637"	"1638"	"1639"	"163.22"	"John Selden"	"Nero EVI, Claud. E.VI | Nero C.IX"	""	""	""	""
"822f18a0-2c0e-4ed5-9363-f7cbd806a5b0"	"Julius FIII"	"John Selden"	"379"	"389"	"1621"	"1621"	"1621"	"2.89"	"John Selden"	""	""	""	""	""
"82582bce-0730-4bc7-9f80-e2defaac6331"	"Julius CVI"	"John Bradshaw"	"233"	"246"	""	"1631"	"1631"	"113.22"	"John Bradshaw"	""	""	""	""	""
"8290ea6b-a233-4a56-8fea-3cb9ffe933eb"	"Nero DIII"	"James Ware, 1651 (228.2)."	"526"	"551"	"1651"	"1651"	"1651"	"228.2"	"James Ware"	""	""	""	""	""
"837ebfdd-f410-437c-b943-ab0fdf13e1ef"	"Galba AVIII"	"Francis Tate, by 1612 (22.4)."	"118"	"146"	""	"1612"	"1612"	"22.4"	"Francis Tate"	""	""	""	""	""
"83dc43d4-5f46-487e-91b9-dbfd802b6f97"	"Caligula DXII"	"(? distributed in Calig. D.VI-E.V) Robert Cecil, through Thomas Wilson, ¢.1605-12 (12.1)"	"319"	"416"	"1605"	"1608"	"1612"	"12.1"	"Robert Cecil"	""	""	"Thomas Wilson"	""	""
"840be302-ed25-4a80-9515-599cda1b2296"	"Cleopatra DI"	"John Selden"	"706"	"716"	"1637"	"1638"	"1639"	"163.12"	"John Selden"	""	""	""	""	""
"842f2611-828e-4ae8-8538-91f7ecca3ef1"	"Caligula AXIII"	"Mr Morgan"	"974"	"982"	"1616"	"1616"	"1616"	"109.1"	"Mr Morgan"	""	""	""	""	""
"8536fe38-2f55-4eda-bffb-5a913bdede22"	"Tiberius CVII"	"William Dugdale"	"909"	"923"	"1639"	"1639"	"1639"	"183.1"	"William Dugdale"	"Tiberius CVII | Claud. E.III"	""	""	""	""
"8555cff2-898f-42ab-aebc-b2e9b7b6ca69"	"Vespasian BXXII"	"John Egerton, c.1626 (Jul. C.III, fol. 165: ? this)"	"334"	"384"	"1625"	"1626"	"1627"	""	"John Egerton"	""	""	""	""	""
"8556477f-207e-4cf5-86a7-dd6298e554aa"	"Claudius CIII"	"Shirley, 1653 (238)"	"541"	"578"	"1653"	"1653"	"1653"	"238"	"Thomas Shirley"	""	""	""	""	""
"85a83aa5-cf9d-4989-bcc0-d9d8c99ed982"	"Otho DIII"	"William Camden, after Christmas 1604 (129.1: (2) this, Jul. D.II, Tib. E.VI or Claud. D.1, or (1) Nero D.D"	"308"	"432"	"1604"	"1604"	""	"(129.1"	"William Camden"	"Otho DIII, Julius D.II, Tiberius E.VI | Claud. D.1, |  Nero D.D"	""	""	""	""
"85e3a7bf-36bb-4df2-9e4a-feda40ecf75b"	"Tiberius AV"	"(of this or fols 71-100 of Cleo. C.X) Thomas Brudenell, 1627 (Vesp. F.XIII, no. 329)."	"153"	"248"	"1627"	"1627"	"1627"	"Vesp. F.XIII, no. 329"	"Thomas Brudenell"	"Tiberius AV | Cleopatra C.X"	""	""	""	""
"8633acef-7e27-41d1-a993-2d4900bc7c5b"	"Otho BV"	"Richard Bancroft, 1608, by hand of Zachariah Pasfeild (29.15)"	"331"	"403"	"1608"	"1608"	"1608"	"29.15"	"Richard Bancroft"	""	""	"Zachariah Pasfeild"	""	""
"86487dba-5439-4bc9-8342-99d2e44a211f"	"Tiberius CXIII"	"George Buc"	"424"	"433"	"1611"	"1611"	""	"69.1"	"George Buc"	""	""	""	""	""
"865e3673-f87a-4986-b918-8a5ac6d1ffd7"	"Otho BVI"	"Thomas Howard, by 1631 (113.13: presumably the same loan as is noted against the entries for the manuscript in 6018, fol. 111, and in 36682)."	"1762"	"1947"	""	"1631"	"1631"	"113.13"	"Thomas Howard"	""	""	""	""	""
"867466d6-5667-4aa8-99ad-d2db6d925ed6"	"Nero DVI"	"William Le Neve, 1641 (213.1: ? this, ? Vit. C.IV or ? Vesp. C.XIV)"	"1201"	"1275"	"1641"	"1641"	"1641"	"213.1"	"William Le Neve"	" Vespasian CXIV,  Nero D.VI |  Vitellius C.IV"	""	""	""	""
"86ba2732-3f3a-4a10-8ea1-06bdc542ae41"	"Julius EIII"	"St Lo Kniveton"	"598"	"611"	""	"1617"	"1617"	"16.4, 45.4, 111.26"	"St Lo Kniveton"	""	""	""	""	""
"86cf36db-5047-4068-a071-32a255c6076d"	"Titus BI"	"(of fols 194-213, art. 60) Richard Bancroft or George Abbot, c.1610, by hand of Hart (32.3)"	"416"	"516"	"1609"	"1610"	"1611"	"32.3"	"Richard Bancroft"	""	""	"Hart"	"?"	"of fols 194-213, art. 60"
"86d70cbb-469c-46e5-9fc5-8525cb6db976"	"Tiberius B1"	"James Ussher, 1652 (230.1)"	"1123"	"1150"	"1652"	"1652"	"1652"	"230.1"	"James Ussher"	""	""	""	""	""
"86edeca3-c61e-41f5-94b6-5dd069c6d428"	"Caligula DVIII"	"(? distributed in Calig. D.VI-E.V) Robert Cecil, through Thomas Wilson, ¢.1605-12 (12.1)"	"296"	"385"	"1605"	"1608"	"1612"	"12.1"	"Robert Cecil"	""	""	"Thomas Wilson"	""	""
"8728f73a-7a64-49f4-87f7-9039444c14b7"	"Vespasian DIV"	"Richard Bancroft, 1608, by hand of Zachariah Pasfeild (29.22)."	"168"	"245"	"1608"	"1608"	"1608"	"29.22"	"Richard Bancroft"	""	""	"Zachariah Pasfeild"	""	""
"87ce850a-8b6a-449e-818e-0752c5cd3f15"	"Claudius CIX"	"Arthur Agarde"	"397"	"410"	"1612"	"1613"	"1615"	"71.12, 77.6"	"Arthur Agarde"	""	""	""	""	""
"885f80ba-1294-4d57-be8d-0ec68e69c7e3"	"Galba CXI"	"Bulstrode Whitelocke"	"950"	"970"	"1652"	"1652"	"1652"	"231.21"	"Bulstrode Whitelocke"	""	""	""	""	""
"88988acf-c228-433f-adf3-da4f8b78e83d"	"Claudius DX"	"John Borough, 1621 (2.77"	"829"	"895"	"1621"	"1621"	"1621"	"2.77"	"John Borough"	""	""	""	""	""
"88c9198c-fcef-4848-895a-141b0f2a3857"	"Galba BX"	"Bulstrode Whitelocke"	"303"	"322"	"1652"	"1652"	"1652"	"231.9"	"Bulstrode Whitelocke"	""	""	""	""	""
"8908940a-445a-43c8-a375-05871e820992"	"Caligula DVII"	"(? distrib- uted in Calig. D.VI-E.IV) John Selden, 1621 (2.86)"	"397"	"466"	"1621"	"1621"	"1621"	"2.86"	"John Selden"	""	""	""	""	"(? distributed in Calig. D.VI-E.IV)"
"89cc4473-e20a-4d6f-80a2-12d42356d79b"	"Claudius EI"	"John Hough"	"585"	"594"	"1690"	"1694"	"1699"	"Bodl., MS Smith 49 (SC 15656), p. 239"	"John Hough"	""	""	""	""	""
"8a0e372b-81b8-4e4f-a51f-312c1220a2ab"	"Caligula AXII"	"Arthur Agarde"	"984"	"996"	"1612"	"1613"	"1615"	"71.19, 77.9:"	"Arthur Agarde"	""	""	""	""	""
"8a3ede52-5816-4859-ad08-794b9327f392"	"Cleopatra FII"	"Bancroft"	"551"	"558"	""	"unknown date"	""	"131.1"	"Richard Bancroft|George Abbot"	"Cleopatra FII, Cleopatra E.I-III | F.1D"	""	"Hart"	""	""
"8a9026a3-b203-49ee-ae64-b36468557fde"	"Otho DIX"	"John Laughton"	"546"	"558"	"1633"	"1634"	"1635"	"137.1"	"John Laughton"	""	"?"	""	""	""
"8ab9bb7a-f152-4fc3-8e98-17b1e0e7a79a"	"Otho EVII"	"Selden, c.1638 (163.8: ? this)."	"542"	"572"	"1637"	"1638"	"1639"	"163.8"	"John Selden"	""	""	""	""	""
"8ad2a505-ce8a-40de-b635-f2a34d6aa213"	"Cambridge University Library Additional MS 3578"	"John Barkham, 1621 (2.76: this + ? Tib. B.VII, or Tib. A.IX)"	"259"	"324"	"1621"	"1621"	"1621"	"2.76"	"John Barkham"	"Cambridge University Library Additional MS 3578 +  Tiberius B.VII, | Tiberius A.IX"	""	""	""	""
"8b34c9eb-af62-4865-834d-558a105a1cad"	"Tiberius CXI"	"Richard Montague"	"499"	"528"	"1621"	"1621"	"1621"	"2.95, 4.40"	"Richard Montague"	""	""	""	""	""
"8b3781c5-074d-4f8f-8674-ccaf7a123b40"	"Julius FXI"	"Elias Ashmole, 1660 (262.1: this or Jul. C.TX)."	"587"	"633"	"1660"	"1660"	"1660"	"262.1"	"Elias Ashmole"	""	""	""	""	""
"8b8d5a83-3d55-4c26-803c-f01e65fc8227"	"Titus BVI"	"(of fols 5-6, art. 2, and / or Calig. D.[IX) George Carew (d. 1612), after Christmas 1604 (129.13)"	"250"	"354"	"1604"	"1604"	""	"129.13"	"George Carew"	"Calig. D.IX"	""	""	""	"of fols 5-6, art. 2, and / or Calig. D.[IX"
"8c4418ae-12fd-409c-b7a2-704766d5a57b"	"Vitellius EXIV"	"Richard Bancroft, 1608, by hand of John Pory (29.2: (2) this or (1) Vit. D.VII)"	"254"	"343"	"1608"	"1608"	"1608"	"29.2"	"Richard Bancroft"	"Vitellius D.VII |  Vitellius E.XIV"	""	"John Pory"	""	""
"8c63cc99-25d1-48ca-9320-cf8f12e06f06"	"Titus CI"	"? Howard, c.1614 (121.7: ? fols 2-162, artt. 1-25, of this or ? Jul. C-VIII)"	"1041"	"1128"	"1613"	"1614"	"1615"	"121.7"	"Lord William Howard"	"Titus CI |  Julius C.VIII"	""	""	""	"? fols 2-162, artt. 1-25, of this or ? Jul. C-VIII"
"8c6abf87-f350-4125-bf7c-b2353bc1ad96"	"Otho CXIV"	"Patrick Young"	"160"	"172"	"1615"	"1616"	"1617"	"49.8, 134.1"	"Patrick Young"	""	""	""	""	""
"8cc05561-8d31-458f-afce-c100b84b7df7"	"Galba AI"	"Richard Bancroft"	"116"	"132"	"1608"	"1608"	"1608"	"29.3"	"Richard Bancroft"	"Galba AI |  Cleo, A-XVI"	""	"John Pory"	""	""
"8d0f9ee8-a307-47da-ba22-f70960d221fd"	"Claudius CIV"	"1621 (2.43)"	"608"	"618"	"1621"	"1621"	"1621"	"2.43"	""	""	""	""	""	""
"8e1bcba4-18e6-491d-a79f-c7d1d7bf8dde"	"Otho CI"	"William Le Neve"	"577"	"591"	"1641"	"1641"	"1641"	"220.1"	"William Le Neve"	""	""	""	""	""
"8e2559b9-be04-4dd4-9511-1ff2980ebcd7"	"Tiberius BXIII"	"Henry Bourchier, 1621 (2.82)"	"516"	"544"	"1621"	"1621"	"1621"	"2.82"	"Henry Bourchier"	""	""	""	""	""
"8eb010bb-746e-4bf1-8335-8cc38a0af6fb"	"Tiberius AX"	"Arthur Agarde, 1612-15 (71.10, 77.8)"	"363"	"399"	"1612"	"1613"	"1615"	"71.10, 77.8"	"Arthur Agarde"	""	""	""	""	""
"8eb7758b-2f29-4ed5-949c-5951f41a5f6f"	"Vitellius AII"	"Augustine Vincent"	"192"	"209"	""	"1621"	"1621"	"Vesp. F.XIII, no. 316"	"Augustine Vincent"	"Vitellius AII, Julius D.I1, Claud. D.X | Vitellius D.X"	""	""	""	""
"8ee566e6-856e-4e52-b0a7-e6e1c95e88b0"	"Vespasian AVI"	"Arthur Agarde, 1612-15 (71.32: ? (1) fols 61-89, artt. 4-6, of this or ? (2) Tit. AIT)."	"913"	"1009"	"1612"	"1613"	"1615"	"71.32"	"Arthur Agarde"	"Vespasian AVI |   Titus AIT"	""	""	""	"partial"
"8eed7415-4d8e-416d-8172-7f0fba618c2e"	"Vitellius EVIII"	"William Camden, date unknown but before 1623 (143: fols 112-49v, Smith art. 22, of this, Claud. A.VI, Otho A.XIV, C.VII, Vit. A.III, D.XTII, Vesp. A.XIII or Dom. XII)."	"216"	"441"	""	"1623"	"1623"	"143"	"William Camden"	"Vitellius EVIII | Claud. A.VI | Otho A.XIV |Otho C.VII, Vitellius A.III |Vitellius  D.XTII, Vespasian A.XIII | Dom. XII"	""	""	""	""
"8f080b2f-034e-4a1e-8126-34bbfba7c38f"	"Claudius BV"	"George Calvert"	"251"	"264"	"1616"	"1616"	"1616"	"107.2"	"George Calvert"	""	""	""	""	""
"8f2b7535-38f6-42b2-9b7b-c5e29ced4090"	"London British Library Harley MS 988"	"Paul Thomson"	"121"	"132"	""	"1617"	"1617"	"24.5"	"Paul Thomson"	""	""	""	""	""
"8fa066d0-7dd9-40f8-81fb-9846be5c144f"	"Galba BI"	"Bulstrode Whitelocke"	"321"	"340"	"1652"	"1652"	"1652"	"231.1"	"Bulstrode Whitelocke"	""	""	""	""	""
"90022b68-6be2-40a0-8d0f-721f1d0f395f"	"Otho EVIII"	"Bulstrode Whitelocke, 1652 (235.4)."	"507"	"541"	"1652"	"1652"	"1652"	"235.4"	"Bulstrode Whitelocke"	""	""	""	""	""
"902b261e-f585-4419-a7d7-b3874f48c0ea"	"Otho BIII"	"Richard Bancroft"	"99"	"115"	"1608"	"1608"	"1608"	"29.14"	"Richard Bancroft"	""	""	"Zachariah Pasfeild"	""	""
"9072a934-087b-45ac-8a45-47117bdd2d35"	"Nero DI"	"Camden"	"387"	"392"	"1606"	"1606"	"1606"	"10.3"	"William Camden"	""	""	""	""	""
"90790ea8-2435-4ada-93df-a8ea7617e740"	"Titus EX"	"John Selden"	"117"	"127"	"1639"	"1640"	"1641"	"209.5"	"John Selden"	""	""	""	""	""
"90ac6d27-3866-405c-b7d0-4eb4818dab6e"	"Caligula DVII"	"(of part of Calig. D.VI + VII) Edward Herbert, 1636 (117.9 and 119.3)."	"469"	"554"	"1636"	"1636"	"1636"	"117.9 and 119.3"	"Edward Herbert"	""	""	""	""	"of part of Calig. D.VI + VII"
"90bb7afd-5509-4787-b581-8f779cb053db"	"Titus DXIX"	"George Abbot, 1611 (31.1: (1) this, Tit. D.I or Norwich, Castle Museum, MS 158.926/4g3, or (2) Dublin, Trinity College, MS 244 (C.3.12))"	"467"	"637"	"1611"	"1611"	"1611"	"31.1"	"George Abbot"	"Titus DI, Titus D-XIX | Dublin, Trinity College, MS 244 (C.3.12), |  N|wich, Castle Museum, MS 158.926/4g3"	""	""	""	""
"90c0edac-7f2f-4c7c-98d1-d15ebb23b22d"	"Cleopatra CVII"	"Arthur Agarde"	"175"	"187"	"1612"	"1613"	"1615"	"18.14, 71.26"	"Arthur Agarde"	""	""	""	""	""
"910d3a31-bf9b-4699-8306-c5f92a28598a"	"Faustina BIV"	"Ussher (or Laud or Abbot), ? ¢.1634 (135.2: (1) this or Jul. D.II, or (2) Claud. E.IV or Nero C-VII)."	"522"	"644"	"1633"	"1634"	"1635"	"135.2"	"James Ussher|William Laud|George Abbot"	"Faustina BIV | Julius D.II, |  Claud. E.IV | Nero C-VII"	""	""	"?"	""
"91183cb6-4fec-4d04-af79-d3953869b1b2"	"Titus FI"	"John Selden,"	"455"	"466"	"1641"	"1641"	"1641"	"211.1"	"John Selden"	""	""	""	""	""
"919ea8ce-c882-4bdd-82e5-450394ed8b4e"	"Titus DI"	"Francis Tate,"	"342"	"354"	""	"1612"	"1612"	"42.1"	"Francis Tate|John Harington’s tutor|William Crashaw"	"Titus DI, Titus D-XIX | Dublin, Trinity College, MS 244 (C.3.12), |  N|wich, Castle Museum, MS 158.926/4g3"	""	""	""	""
"91e37072-07bf-49b4-ba0a-fdc6790d27ec"	"Nero DI"	"Arthur Agarde"	"474"	"486"	"1612"	"1613"	"1615"	"(18.10, 71.4, 77.3)"	"Arthur Agarde"	""	""	""	""	""
"92537153-e7af-460d-a711-a1df50376708"	"Julius AII"	"Benjamin Jonson"	"144"	"158"	"1624"	"1624"	"1624"	"2.103"	"Benjamin Jonson"	""	"?"	""	""	""
"927c3f38-244f-4a28-a7ab-075716817e15"	"Caligula AVIII"	"Richard Bancroft, 1608, by hand of John Pory (29.1: this or Vit. EXXVII)."	"1007"	"1088"	"1608"	"1608"	"1608"	"29.1"	"Richard Bancroft"	"Caligula AVIII | Vitellius EXXVII"	""	"John Pory"	""	""
"928f4028-1ea3-4d31-897a-8fa8c7b873b0"	"Caligula DIX"	"(of part of this) Edward Herbert, 1636 (117.10 and 119.4)."	"1099"	"1173"	"1636"	"1636"	"1636"	"117.10 and 119.4"	"Edward Herbert"	""	""	""	""	"(of part of this)"
"929c396e-bdb8-405b-a13b-7000d71f0786"	"Tiberius AXIII"	"Henry Spelman"	"397"	"417"	""	"1616"	"1616"	"111.10"	"Henry Spelman|Henry Spelman"	""	""	""	""	""
"92a9004d-f300-4fba-a491-9777050ab905"	"Caligula DXII"	"(? distrib- uted in Calig. D.VI-E.IV) John Selden, 1621 (2.86)"	"419"	"487"	"1621"	"1621"	"1621"	"2.86"	"John Selden"	""	""	""	""	""
"92c850a0-029c-4182-8dbc-2ef5fda06289"	"Titus DXII"	"unknown borrower, by 1616-17, but probably Speed, Agarde or Kniveton (100.2: ? this)"	"258"	"353"	""	"1617"	"1617"	"100.2"	"John Speed, Arthur Agarde, or St Lo Kniveton"	""	""	""	"?"	""
"930da8b5-f5dd-47bd-9839-2dcbfedff2fa"	"Augustus I.II34"	"John Harington"	"241"	"255"	"1610"	"1611"	"1612"	"43.1"	"John Harington"	""	""	""	""	""
"939e93a9-6ff5-4e98-8874-0fe9d7876ebb"	"Caligula DIX"	"(? distributed in Calig. D.VI-E.V) Robert Cecil, through Thomas Wilson, c.1605-12 (12.1)"	"339"	"446"	"1605"	"1608"	"1612"	"12.1"	"Robert Cecil"	""	""	"Thomas Wilson"	""	"? distributed in Calig. D.VI-E.V"
"9441e000-79f5-43b2-b153-c83920f60970"	"Tiberius EI"	"? John Laughton"	"750"	"764"	"1633"	"1634"	"1635"	"137.2"	"John Laughton"	""	"?"	""	"?"	""
"94479ab7-1e70-488f-96b8-841eefe1cf07"	"Otho CVII"	"William Camden"	"177"	"190"	""	"1623"	"1623"	"143"	"William Camden"	"Otho CVII, Claud. A.VI, Otho A.XTV, Vitellius A.III, D-XII, EVIII, Vespasian A-XIII | Dom. XII"	""	""	""	""
"944c659e-c9ee-4427-abe9-2f73e559a0e2"	"Nero AXV"	"Peter Balle, 1651 (127: this, Tib. A-VI, Claud. C.XI, Nero A.XVI, Vesp. A.XIX, Tit. A.I or Dom. XV)."	"418"	"539"	"1651"	"1651"	"1651"	"127"	"Peter Balle"	"Nero AXV, Tiberius A-VI, Claud. C.XI, Nero A.XVI, Vespasian A.XIX, Titus A.I | Dom. XV"	""	""	""	""
"94b191ff-ea91-45fa-8c88-8b0954be4d09"	"Tiberius CXIII"	"Simonds D’Ewes asked to borrow the manuscript, 1626 (82.16)."	"1801"	"1877"	"1626"	"1626"	"1626"	"82.16"	"Simonds D’Ewes"	""	""	""	""	""
"94c224e8-8843-4120-aa12-8addb0a6fc2c"	"Claudius EIII"	"William Burton"	"1461"	"1475"	"1627"	"1627"	"1627"	"Jul. C.III, fol. 51"	"William Burton"	"his | Tiberius C.VII in 1627"	""	""	""	""
"95967bce-5ddc-4dd3-8743-aef4bf8e7287"	"Otho BV"	"Augustine Vincent"	"467"	"483"	""	"1626"	"1626"	"6018, no. 165"	"Augustine Vincent"	""	""	""	""	""
"960e0eee-6bb2-4a25-8bb1-e1539a4eb016"	"Vitellius AVIII"	"Agarde"	"1641"	"1646"	"1612"	"1613"	"1615"	"71.8"	"Arthur Agarde"	""	""	""	""	""
"96f28581-82f4-402a-a4d2-94e9536ffe47"	"Julius DIII"	"William Camden, after Christmas 1604 (129.1: (2) this, Tib.E.VI, Claud. D.I or Otho D.III, or (1) Nero D.1)"	"273"	"396"	"1604"	"1604"	""	"129.1"	"William Camden"	"Julius DIII, TiberiusE.VI, Claud. D.I | Otho D.III, |  Nero D.1"	""	""	""	""
"96fa0df5-d376-445f-84c1-ad00b33a16ed"	"Tiberius AIX"	"Selden, 1653 (237.4)"	"1836"	"1855"	"1653"	"1653"	"1653"	"237.4"	"John Selden"	""	""	""	""	""
"97098418-0f73-4a04-9495-da5d7ab6abb0"	"Galba BIX"	"John Selden, 1621 (2.87: ? distributed in Galba B.I-XID)"	"283"	"347"	"1621"	"1621"	"1621"	"(2.87"	"John Selden"	""	""	""	""	""
"973a4ca9-8f9a-4c09-8e6f-5e37f7ee215e"	"Nero AV"	"Richard Bancroft"	"179"	"195"	"1608"	"1608"	"1608"	"9.2"	"Richard Bancroft"	"Nero AV | Dom. XI, |  Julius A-XI"	""	"Zachariah Pasfeild"	""	""
"977014c6-74e0-4116-a1d0-2741cc2b4557"	"Cleopatra BXIII"	"(of (1) at least fols 59-89, artt. 11, 12, of this or (2) Nero E.I) John Williams, c.1610-12 (39.3)"	"559"	"666"	"1610"	"1611"	"1612"	"39.3"	"John Williams"	" Cleopatra BXIII |  Nero E.I"	""	""	""	"of (1) at least fols 59-89, artt. 11, 12, of this or (2) Nero E.I"
"97a1470e-ca97-4a7c-a1a6-197458aec72b"	"Cleopatra DIX"	"Richard Bancroft"	"944"	"960"	"1608"	"1608"	"1608"	"29.16"	"Richard Bancroft"	""	""	"Zachariah Pasfeild"	""	""
"97e7c3a2-2f70-4788-9869-caff2f38b81c"	"Galba DI"	"Bulstrode Whitelocke"	"671"	"690"	"1652"	"1652"	"1652"	"231.22"	"Bulstrode Whitelocke"	""	""	""	""	""
"9824c9cf-fb87-417b-88ff-f2f813903c4f"	"Vespasian AXII"	"John Selden, ¢.1638 (159.1)"	"258"	"284"	"1637"	"1638"	"1639"	"159.1"	"John Selden"	""	""	""	""	""
"98a6a24d-7241-417e-83a0-e20703fdcfd1"	"Cleopatra DI"	"Patrick Young"	"667"	"679"	"1615"	"1616"	"1617"	"49.32; 134.24"	"Patrick Young"	""	""	""	""	""
"98bcefe9-1ae4-441e-a5ab-313d52c3aa80"	"Nero AVIII"	"Richard Bancroft"	"184"	"199"	"1608"	"1608"	"1608"	"29.11"	"Richard Bancroft"	""	""	"John Pory"	""	""
"98d6d76b-a2a7-41bb-a2b1-a8c40fa47600"	"Otho DIII"	"Lord William Howard"	"526"	"544"	"1616"	"1616"	"1617"	"(110.1, 111.14"	"Lord William Howard"	"Otho DIII | Tiberius E.VI"	""	""	""	""
"98f933d1-23c3-4d5e-b622-2a44d23e22e4"	"Nero DVI"	"Robert Bowyer, ¢.1613 (36.15)"	"1110"	"1140"	"1612"	"1613"	"1614"	"36.15"	"Robert Bowyer"	""	""	""	""	""
"99021ba4-69cd-4a1d-ba3c-d2353c2d5856"	"Domitian V"	"Patrick Young"	"1067"	"1079"	"1615"	"1616"	"1617"	"49.14"	"Patrick Young"	""	""	""	""	""
"99259a1e-a184-4d0b-addc-15f08d9d626a"	"Titus BXI"	"(of part II, fol. 88, art. 111) Kniveton, by 1615 (45.11)"	"1450"	"1514"	""	"1615"	"1615"	"45.11"	"St Lo Kniveton"	""	""	""	""	"of part II, fol. 88, art. 111"
"997eccca-6ec8-40f1-8f91-7f7974d72e9c"	"Caligula AXIII"	"Humphrey Henchman for John Williams, ? 1624 (2.102: this or Calig. A-XII)"	"1090"	"1178"	"1624"	"1624"	"1624"	"2.102"	"John Williams"	"Caligula A.XII | Caligula A.XIII"	"?"	"Humphrey Henchman"	""	""
"99993f52-355b-4c96-a8ce-ca9f7e140ad0"	"Otho BXIV"	"Percy Herbert, Lord Powys"	"1072"	"1102"	"1661"	"1661"	"1662"	"267.2"	"Percy Herbert"	""	""	"Knasbrough and Vaughan"	""	""
"99ca659a-ed0d-42b3-864b-874c63b54d7e"	"Faustina CIII"	"? Henry Howard"	"303"	"317"	"1613"	"1614"	"1615"	"121.1"	"Henry Howard"	""	""	""	""	""
"99e2cc04-5d94-4ff5-979e-bc975bbfb4b4"	"Faustina AIV"	"Sidney Montague"	"578"	"603"	"1639"	"1639"	"1639"	"(181.1"	"Sidney Montague"	""	""	""	""	""
"99ece99f-f2b5-4e05-ae59-8de0cacbe418"	"Tiberius BX"	"Selden, ¢.1638 (163.3: (1) this, Calig. A.IV, Vit. F.XVIII or XIX, or (2) Tib. A.I or Vit. A.IV)"	"260"	"367"	"1637"	"1638"	"1639"	"163.3"	"John Selden"	"Tiberius BX, Calig. A.IV, Vitellius F.XVIII | XIX, |  Tiberius A.I | Vitellius A.IV"	""	""	""	""
"9a4e346d-01a0-4624-8750-1324dd115456"	"Claudius EV"	"Patrick Young, ¢.1616 (49.26, 134.6, the latter either this or Claud. D.IX)"	"152"	"235"	"1615"	"1616"	"1617"	"(49.26, 134.6,"	"Patrick Young"	"he latter either Claudius EV | Claud. D.IX"	""	""	""	""
"9ac13750-bb04-4961-9355-57ecfbd90128"	"Vitellius EXI"	"James Ussher"	"393"	"404"	"1621"	"1621"	"1621"	"2.3"	"James Ussher"	""	""	""	""	""
"9ac38f60-e723-48f1-aead-ca2a2561c595"	"Claudius EV"	"George Calvert, 1616 (107.3: this or Claud. D.IX)."	"237"	"293"	"1616"	"1616"	"1616"	"107.3"	"George Calvert"	"Claudius D.IX | Claudius E.V"	""	""	""	""
"9b5b1a70-4c1a-4091-ad2a-c9bfb8644303"	"Vespasian EII"	"Arthur Agarde"	"161"	"173"	"1612"	"1613"	"1615"	"18.17"	"Arthur Agarde"	"Vespasian EII, Otho B.XTV | Vespasian A.XVIII"	""	""	""	""
