,UUID,FILE,QUOTE_TRANSCRIPTION,start,end,TYPE,TAGS,COMMENTS,GROUP_ID
2374,72f489d5-5ea5-4268-a270-13185dba562e,Tite_entries_entry-1038.0_titus-aii.txt,1612-15,937,943,,Date,,0e167455-7605-4f3d-8214-fbccb7ada10b
2375,fe928cb7-6a0d-49eb-8a01-03f101423cc7,Tite_entries_entry-1038.0_titus-aii.txt,(71.32,945,950,,List Reference,,0e167455-7605-4f3d-8214-fbccb7ada10b
2376,11d77a14-5cfe-40e1-b13c-ffc6abef91e7,Tite_entries_entry-1038.0_titus-aii.txt,? (2) this or ? (1)              Vesp. A.VI,953,995,,Uncertain Book,,0e167455-7605-4f3d-8214-fbccb7ada10b
2377,23d70831-8d73-4f3b-a885-02106cb27fb4,Tite_entries_entry-1038.0_titus-aii.txt,James Ussher,999,1010,PERSON,,,5ee664d6-a702-4073-b380-7a3dd3e41ce3
2378,5ee664d6-a702-4073-b380-7a3dd3e41ce3,Tite_entries_entry-1038.0_titus-aii.txt,"James Ussher, 1625 (Jul. C.III, fol. 383: ?              this; he has annotated fol. 134)",999,1087,,Loan|Uncertain Book,,5ee664d6-a702-4073-b380-7a3dd3e41ce3
2379,8deb8d38-f4ab-4316-a435-7f4f3883d878,Tite_entries_entry-1038.0_titus-aii.txt,1625,1013,1016,,Date,,5ee664d6-a702-4073-b380-7a3dd3e41ce3
2380,0474cc6e-c91e-445f-9079-e206a4d327ad,Tite_entries_entry-1054.0_titus-axv.txt,"William  Camden,   1612-16  (75.10)",236,270,,Loan,,0474cc6e-c91e-445f-9079-e206a4d327ad
2381,5a1ef410-5b67-4334-b6ae-f328593476cd,Tite_entries_entry-1054.0_titus-axv.txt,William  Camden,236,250,PERSON,,,0474cc6e-c91e-445f-9079-e206a4d327ad
2382,df052762-d7a3-4ccc-8832-a3dbecda7ed0,Tite_entries_entry-1054.0_titus-axv.txt,1612-16,255,261,,Date,,0474cc6e-c91e-445f-9079-e206a4d327ad
2383,97caa3ae-de12-467e-9aa4-e0049ea7b232,Tite_entries_entry-1054.0_titus-axv.txt,75.10,265,269,,List Reference,,0474cc6e-c91e-445f-9079-e206a4d327ad
2384,ec22ab6c-fb6d-4a18-a4a7-44c8d9009960,Tite_entries_entry-1054.0_titus-axv.txt,Henry        Spelman,273,292,PERSON,,,bbd6f8cf-f40c-4f03-b03e-e24fd60f6494
2385,bbd6f8cf-f40c-4f03-b03e-e24fd60f6494,Tite_entries_entry-1054.0_titus-axv.txt,"Henry        Spelman, ¢.1615 (46.6)",273,307,,Loan,,bbd6f8cf-f40c-4f03-b03e-e24fd60f6494
2386,ecfb816b-96ac-4885-86f2-a7ff36498e5f,Tite_entries_entry-1054.0_titus-axv.txt,¢.1615,295,300,,Date,,bbd6f8cf-f40c-4f03-b03e-e24fd60f6494
2387,d969bfde-7f38-43c1-b329-5acdb6374971,Tite_entries_entry-1054.0_titus-axv.txt,46.6,303,306,,List Reference,,bbd6f8cf-f40c-4f03-b03e-e24fd60f6494
2388,5b06d015-0f2d-49c0-ba24-53b32e75f499,Tite_entries_entry-1059.0_titus-axvii.txt,Inigo Jones,189,199,PERSON,,,b55123b1-c283-4283-8acc-71a5e08bd3d9
2389,b55123b1-c283-4283-8acc-71a5e08bd3d9,Tite_entries_entry-1059.0_titus-axvii.txt,"Inigo Jones, by 1631 (113.32 and 6018, no. 96).",189,235,,Loan,,b55123b1-c283-4283-8acc-71a5e08bd3d9
2390,64f5e519-4837-45b4-9a94-eb84cbc25c71,Tite_entries_entry-1059.0_titus-axvii.txt,by 1631,202,208,,Date,,b55123b1-c283-4283-8acc-71a5e08bd3d9
2391,8fae9dd8-a184-47ce-ad15-b50376f7af41,Tite_entries_entry-1059.0_titus-axvii.txt,"113.32 and 6018, no. 96",211,233,,List Reference,,b55123b1-c283-4283-8acc-71a5e08bd3d9
2392,7457337e-4525-43b2-8c63-938f7fea4f56,Tite_entries_entry-1035.0_titus-ai.txt,Arthur Agarde,549,561,PERSON,,,1ac08d17-4563-4f3b-ba93-e0d8e3d6be81
2393,1ac08d17-4563-4f3b-ba93-e0d8e3d6be81,Tite_entries_entry-1035.0_titus-ai.txt,"Arthur Agarde, by 1599 (Watson, ‘Cope’, 297, no.        30)",549,607,,Loan,,1ac08d17-4563-4f3b-ba93-e0d8e3d6be81
2394,04fe7cae-f06e-4027-b75c-8a44613358bb,Tite_entries_entry-1035.0_titus-ai.txt,by 1599,564,570,,Date,,1ac08d17-4563-4f3b-ba93-e0d8e3d6be81
2395,b6f30859-01e0-47e3-89ef-1e613e443488,Tite_entries_entry-1035.0_titus-ai.txt,"Watson, ‘Cope’, 297, no.        30",573,606,,List Reference,,1ac08d17-4563-4f3b-ba93-e0d8e3d6be81
2396,9f36217c-24a5-4af7-ba50-831185f92e9b,Tite_entries_entry-1035.0_titus-ai.txt,"Lord William Howard   and Nicholas Roscarrock,        1607 or after (20.4: (1) this or Vesp. A-VI, or (2) Dom.        XV)",610,730,,Loan,,9f36217c-24a5-4af7-ba50-831185f92e9b
2397,ee3094c2-ed75-4b35-afe4-fd1492a667fa,Tite_entries_entry-1035.0_titus-ai.txt,Lord William Howard,610,628,PERSON,,,9f36217c-24a5-4af7-ba50-831185f92e9b
2398,a72f2f46-ac46-4ba9-a5a9-f7c70fb065d1,Tite_entries_entry-1035.0_titus-ai.txt,Nicholas Roscarrock,636,654,PERSON,,,9f36217c-24a5-4af7-ba50-831185f92e9b
2399,67d99c6a-5538-4a94-88af-25f58d97f50a,Tite_entries_entry-1035.0_titus-ai.txt,1607 or after,664,676,,Date,,9f36217c-24a5-4af7-ba50-831185f92e9b
2400,f6f22b11-14d3-44e9-bb2a-5457a7b07727,Tite_entries_entry-1035.0_titus-ai.txt,20.4,679,682,,List Reference,,9f36217c-24a5-4af7-ba50-831185f92e9b
2401,eee99efb-1b2e-43ef-939a-938cc2969679,Tite_entries_entry-1035.0_titus-ai.txt,"(1) this or Vesp. A-VI, or (2) Dom.        XV",685,729,,Uncertain Book,,9f36217c-24a5-4af7-ba50-831185f92e9b
2402,a27a4f14-318e-46ac-b86b-fa4a2d196052,Tite_entries_entry-1035.0_titus-ai.txt,"Richard Bancroft, 1608, by hand of Zachariah        Pasfeild (29.21: (1) this, Nero A.XV, XVI, Dom. XV, or        (2) Otho E.V)",734,860,,Loan,,a27a4f14-318e-46ac-b86b-fa4a2d196052
2403,c2e53b8c-cbd1-4679-a5d4-f4a6b798fb9b,Tite_entries_entry-1035.0_titus-ai.txt,Richard Bancroft,734,749,PERSON,,,a27a4f14-318e-46ac-b86b-fa4a2d196052
2404,3ee8bff7-01fa-4263-9ecd-3b23c026302f,Tite_entries_entry-1035.0_titus-ai.txt,1608,752,755,,Date,,a27a4f14-318e-46ac-b86b-fa4a2d196052
2405,c08cbc1c-f470-46ca-9e3f-4f85de9c36f4,Tite_entries_entry-1035.0_titus-ai.txt,Zachariah        Pasfeild,769,793,PERSON,Agent,,a27a4f14-318e-46ac-b86b-fa4a2d196052
2406,90352b31-6c19-4f61-acd8-9bc6899334dd,Tite_entries_entry-1035.0_titus-ai.txt,29.21,796,800,,List Reference,,a27a4f14-318e-46ac-b86b-fa4a2d196052
2407,a440cb02-367e-498c-8e98-d45a4da6b5b5,Tite_entries_entry-1035.0_titus-ai.txt,"(1) this, Nero A.XV, XVI, Dom. XV, or        (2) Otho E.V",803,859,,Uncertain Book,,a27a4f14-318e-46ac-b86b-fa4a2d196052
2408,b25c2d40-167d-4594-a9d9-dd68f2592315,Tite_entries_entry-1035.0_titus-ai.txt,Edward  Coke,863,874,PERSON,,,ddc45c69-3020-4ea9-a479-413a1efdf1ce
2409,ddc45c69-3020-4ea9-a479-413a1efdf1ce,Tite_entries_entry-1035.0_titus-ai.txt,"Edward  Coke, ¢.1612 (53.4: ? this or ?        Dom.   XV)",863,919,,Loan,,ddc45c69-3020-4ea9-a479-413a1efdf1ce
2410,edf5b149-f09b-4bc8-90d4-61eea42e6fc9,Tite_entries_entry-1035.0_titus-ai.txt,¢.1612,877,882,,Date,,ddc45c69-3020-4ea9-a479-413a1efdf1ce
2411,cb7daf14-f078-4faf-94aa-d6b239880ffc,Tite_entries_entry-1035.0_titus-ai.txt,53.4,885,888,,List Reference,,ddc45c69-3020-4ea9-a479-413a1efdf1ce
2412,fa5f916f-37e1-4360-8026-7d07e4342580,Tite_entries_entry-1035.0_titus-ai.txt,? this or ?        Dom.   XV,891,918,,Uncertain Book,,ddc45c69-3020-4ea9-a479-413a1efdf1ce
2413,5a9133ff-9329-4282-a02c-7d64c607edbc,Tite_entries_entry-1035.0_titus-ai.txt,Bancroft or George  Abbot,922,946,PERSON,Uncertain Person,,1bca84ca-f45c-4dee-99c3-1cd17e0513a2
2414,1bca84ca-f45c-4dee-99c3-1cd17e0513a2,Tite_entries_entry-1035.0_titus-ai.txt,"Bancroft or George  Abbot, 1610-12, via        Hart (131.4: (1) this or (2) Dom. XV)",922,1005,,Loan,,1bca84ca-f45c-4dee-99c3-1cd17e0513a2
2415,53009d42-38b2-411f-a9df-38b18d9b109a,Tite_entries_entry-1035.0_titus-ai.txt,1610-12,949,955,,Date,,1bca84ca-f45c-4dee-99c3-1cd17e0513a2
2416,9e51368e-fc3f-4d08-9661-cd50a882c20b,Tite_entries_entry-1035.0_titus-ai.txt,Hart,969,972,PERSON,Agent,,1bca84ca-f45c-4dee-99c3-1cd17e0513a2
2417,af4d1f6b-6a36-4134-bde2-b6ba0550c002,Tite_entries_entry-1035.0_titus-ai.txt,131.4,975,979,,List Reference,,1bca84ca-f45c-4dee-99c3-1cd17e0513a2
2418,98f9fcfd-c8e7-49aa-b56e-6c1dd79c17be,Tite_entries_entry-1035.0_titus-ai.txt,(1) this or (2) Dom. XV,982,1004,,Uncertain Book,,1bca84ca-f45c-4dee-99c3-1cd17e0513a2
2419,d64494c7-9afa-4f46-b35a-40b2c3f4f978,Tite_entries_entry-1035.0_titus-ai.txt,Hart,1008,1011,PERSON,,,fc29ffc4-7a2b-4ac3-9888-17186ebd8f9a
2420,fc29ffc4-7a2b-4ac3-9888-17186ebd8f9a,Tite_entries_entry-1035.0_titus-ai.txt,"Hart, 1612 (70.1)",1008,1024,,Loan,,fc29ffc4-7a2b-4ac3-9888-17186ebd8f9a
2421,2cfbf258-0207-4f63-86a0-ed29a553b874,Tite_entries_entry-1035.0_titus-ai.txt,1612,1014,1017,,Date,,fc29ffc4-7a2b-4ac3-9888-17186ebd8f9a
2422,73318923-c4b9-4f4f-ba34-05f95f302dd2,Tite_entries_entry-1035.0_titus-ai.txt,70.1,1020,1023,,List Reference,,fc29ffc4-7a2b-4ac3-9888-17186ebd8f9a
2423,830f7226-f6ad-4b79-b6ed-0663027987ee,Tite_entries_entry-1035.0_titus-ai.txt,Hart,1034,1037,PERSON,,,02780d69-3cc0-4615-ac17-78b48b317ba7
2424,02780d69-3cc0-4615-ac17-78b48b317ba7,Tite_entries_entry-1035.0_titus-ai.txt,"Hart, by 1617 (111.2: (1) this or (2) Dom. XV)",1034,1079,,Loan,,02780d69-3cc0-4615-ac17-78b48b317ba7
2425,64f0b2aa-2f6d-4539-9633-2e89019c2464,Tite_entries_entry-1035.0_titus-ai.txt,by 1617,1040,1046,,Date,,02780d69-3cc0-4615-ac17-78b48b317ba7
2426,b39223b7-da39-4ce9-b72c-1a508ae34585,Tite_entries_entry-1035.0_titus-ai.txt,111.2,1049,1053,,List Reference,,02780d69-3cc0-4615-ac17-78b48b317ba7
2427,7ef3d9fe-3ffb-4091-a2d6-429ba8213d8f,Tite_entries_entry-1035.0_titus-ai.txt,(1) this or (2) Dom. XV,1056,1078,,Uncertain Book,,02780d69-3cc0-4615-ac17-78b48b317ba7
2428,7f1ba1d1-2002-4762-8cfd-71b2f5aeda59,Tite_entries_entry-1035.0_titus-ai.txt,Peter        Balle,1082,1099,PERSON,,,72e1c2be-cb73-4caf-bd8a-ee1a292637eb
2429,72e1c2be-cb73-4caf-bd8a-ee1a292637eb,Tite_entries_entry-1035.0_titus-ai.txt,"Peter        Balle, 1651 (127: this, Tib. A-VI, Claud. C.XI, Nero       AXV,   XVI,   Vesp. A.XIX  or  Dom.   XV)",1082,1194,,Loan,,72e1c2be-cb73-4caf-bd8a-ee1a292637eb
2430,906e518c-bf70-4d14-985b-82522111c277,Tite_entries_entry-1035.0_titus-ai.txt,1651,1102,1105,,Date,,72e1c2be-cb73-4caf-bd8a-ee1a292637eb
2431,4b59dcf0-8fff-4895-8d68-bbb759ea3c21,Tite_entries_entry-1035.0_titus-ai.txt,127,1108,1110,,List Reference,,72e1c2be-cb73-4caf-bd8a-ee1a292637eb
2432,48842109-45bc-4e69-a40e-d4cfb8924e56,Tite_entries_entry-1035.0_titus-ai.txt,"this, Tib. A-VI, Claud. C.XI, Nero       AXV,   XVI,   Vesp. A.XIX  or  Dom.   XV",1113,1193,,Uncertain Book,,72e1c2be-cb73-4caf-bd8a-ee1a292637eb
2433,493f7f24-2911-48e5-9ad1-0b6ccf1102ff,Tite_entries_entry-1035.0_titus-ai.txt,"William        Dugdale, 1656 (Appx XLVI, fol. 1v).",1198,1247,,Loan,,493f7f24-2911-48e5-9ad1-0b6ccf1102ff
2434,cb159d23-dc3f-488e-bf2b-982cb7bf7026,Tite_entries_entry-1035.0_titus-ai.txt,William        Dugdale,1198,1219,PERSON,,,493f7f24-2911-48e5-9ad1-0b6ccf1102ff
2435,7b001773-bb1e-4895-bc71-34af30b97d1e,Tite_entries_entry-1035.0_titus-ai.txt,1656,1222,1225,,Date,,493f7f24-2911-48e5-9ad1-0b6ccf1102ff
2436,c57f6899-f5ee-4c23-8cbf-e4a903de2776,Tite_entries_entry-1035.0_titus-ai.txt,"Appx XLVI, fol. 1v",1228,1245,,List Reference,,493f7f24-2911-48e5-9ad1-0b6ccf1102ff
2437,b3ccbc7c-21cb-43ae-a96e-227423fae2ef,Tite_entries_entry-1044.5_titus-aviii.txt,"Agarde, 1612-15 (18.15, 71.6: (2) this or (1) Faust.                 A.IID)",857,931,,Loan,,b3ccbc7c-21cb-43ae-a96e-227423fae2ef
2438,a3f875fd-d176-4d9a-8784-bf377cbc2025,Tite_entries_entry-1044.5_titus-aviii.txt,Agarde,857,862,PERSON,,Arthur Agarde,b3ccbc7c-21cb-43ae-a96e-227423fae2ef
2439,7a790815-0869-4efa-997d-845b6d8a8a10,Tite_entries_entry-1044.5_titus-aviii.txt,1612-15,865,871,,Date,,b3ccbc7c-21cb-43ae-a96e-227423fae2ef
2440,9e730cd0-fe64-4a56-b0b7-90acbccab9d4,Tite_entries_entry-1044.5_titus-aviii.txt,"18.15, 71.6",874,884,,List Reference,,b3ccbc7c-21cb-43ae-a96e-227423fae2ef
2441,9dd77986-6a95-425a-868a-08b93cac6d0b,Tite_entries_entry-1044.5_titus-aviii.txt,(2) this or (1) Faust.                 A.IID,887,930,,Uncertain Book,,b3ccbc7c-21cb-43ae-a96e-227423fae2ef
2442,f541ea29-06ea-4504-b22b-3c808490a6c2,Tite_entries_entry-1044.5_titus-aviii.txt,"John Bradshaw,  c.1615-17 (88.1: this or Faust                 A.IID)",934,1002,,Loan,,f541ea29-06ea-4504-b22b-3c808490a6c2
2443,da3837c7-54f2-4ea4-bb83-61b441b4946d,Tite_entries_entry-1044.5_titus-aviii.txt,John Bradshaw,934,946,PERSON,,,f541ea29-06ea-4504-b22b-3c808490a6c2
2444,700cbdce-e46f-48e1-ad61-dc4d516db8b2,Tite_entries_entry-1044.5_titus-aviii.txt,c.1615-17,950,958,,Date,,f541ea29-06ea-4504-b22b-3c808490a6c2
2445,a0014224-542e-4e5d-a518-0f4c9439d43f,Tite_entries_entry-1044.5_titus-aviii.txt,(88.1,960,964,,List Reference,,f541ea29-06ea-4504-b22b-3c808490a6c2
2446,fe86f104-b146-43a1-94f3-78be9e517b2c,Tite_entries_entry-1044.5_titus-aviii.txt,this or Faust                 A.IID,967,1001,,Uncertain Book,,f541ea29-06ea-4504-b22b-3c808490a6c2
2447,03b01bd4-fbbd-46af-9237-e3bca5da8ba0,Tite_entries_entry-1044.5_titus-aviii.txt,"Bradshaw,  c.1617 (8.1: this or Faust. A.IID",1005,1048,,Loan,,03b01bd4-fbbd-46af-9237-e3bca5da8ba0
2448,59d650f1-ae15-4fc2-ba13-b26b08593a71,Tite_entries_entry-1044.5_titus-aviii.txt,Bradshaw,1005,1012,PERSON,,John Bradshaw,03b01bd4-fbbd-46af-9237-e3bca5da8ba0
2449,5768d7a3-f835-4711-a836-1389c779e1cd,Tite_entries_entry-1044.5_titus-aviii.txt,c.1617,1016,1021,,Date,,03b01bd4-fbbd-46af-9237-e3bca5da8ba0
2450,513214a9-db37-4f11-8eea-4a5c21319b59,Tite_entries_entry-1044.5_titus-aviii.txt,8.1,1024,1026,,List Reference,,03b01bd4-fbbd-46af-9237-e3bca5da8ba0
2451,cd9ee29e-b48b-4c76-9fa6-8558e350165d,Tite_entries_entry-1044.5_titus-aviii.txt,this or Faust. A.IID,1029,1048,,Uncertain Book,,03b01bd4-fbbd-46af-9237-e3bca5da8ba0
2452,f220beeb-93cc-4c27-8a96-421248273106,Tite_entries_entry-1044.5_titus-aviii.txt,Robert Bowyer,1067,1079,PERSON,,,6f594c0f-04dc-4b73-88fa-870f879efcb8
2453,6f594c0f-04dc-4b73-88fa-870f879efcb8,Tite_entries_entry-1044.5_titus-aviii.txt,"Robert Bowyer,  1621 (2.50: (2) this or (1) Faust. A.IID",1067,1122,,Loan,,6f594c0f-04dc-4b73-88fa-870f879efcb8
2454,29fe4043-6aa3-4f44-a1e4-f6e7042446fc,Tite_entries_entry-1044.5_titus-aviii.txt,1621,1083,1086,,Date,,6f594c0f-04dc-4b73-88fa-870f879efcb8
2455,d45fcfa7-9545-4e1e-b442-ec6c0daba339,Tite_entries_entry-1044.5_titus-aviii.txt,(2.50,1088,1092,,List Reference,,6f594c0f-04dc-4b73-88fa-870f879efcb8
2456,931de721-b523-4eac-afdc-d877b754c564,Tite_entries_entry-1044.5_titus-aviii.txt,(2) this or (1) Faust. A.IID,1095,1122,,Uncertain Book,,6f594c0f-04dc-4b73-88fa-870f879efcb8
2457,f89fafa8-762f-4940-8581-b49ab1347a99,Tite_entries_entry-1044.5_titus-aviii.txt,"?  John  Selden (D.M.  Barratt, “The library of John                 Selden and its later history’, Bodleian Library Record, 3                 (1950-51), 135, 213: the wording for the manuscript in                 Selden’s catalogue echoes the opening  words  of the                 contents-table in Tit. A.VIII, although notes on fols                 Iv-2  of Faust. A.III may well be by Selden)",1141,1537,,Loan,,f89fafa8-762f-4940-8581-b49ab1347a99
2458,a50563ed-4108-41e4-a58f-34d1b496f6e8,Tite_entries_entry-1044.5_titus-aviii.txt,?  John  Selden,1141,1155,PERSON,Uncertain Person,,f89fafa8-762f-4940-8581-b49ab1347a99
2459,a40fb4a4-d902-4724-a433-c7ad57775afa,Tite_entries_entry-1044.5_titus-aviii.txt,Richard                  Perrincheif,1540,1575,PERSON,,,5ade1ca4-e299-4acc-bb8d-ed4523dbd5c5
2460,5ade1ca4-e299-4acc-bb8d-ed4523dbd5c5,Tite_entries_entry-1044.5_titus-aviii.txt,"Richard                  Perrincheif, by 1673 (see below).",1540,1597,,Loan,,5ade1ca4-e299-4acc-bb8d-ed4523dbd5c5
2461,b25c7af7-f194-4800-9c52-75297108de2b,Tite_entries_entry-1044.5_titus-aviii.txt,by 1673,1578,1584,,Date,,5ade1ca4-e299-4acc-bb8d-ed4523dbd5c5
2462,3a4be99a-c96b-40c9-a677-12eff0d41639,Tite_entries_entry-1067.0_titus-axxiii.txt,Henry Bourchier,202,216,PERSON,,,a161f980-5e0a-4578-87aa-fea7fcc149a6
2463,a161f980-5e0a-4578-87aa-fea7fcc149a6,Tite_entries_entry-1067.0_titus-axxiii.txt,"Henry Bourchier, before 1637 (79.1: ? this).",202,245,,Loan|Uncertain Book,,a161f980-5e0a-4578-87aa-fea7fcc149a6
2464,a739af85-c613-44d2-a9be-cb6a3f1b7b63,Tite_entries_entry-1067.0_titus-axxiii.txt,before 1637,219,229,,Date,,a161f980-5e0a-4578-87aa-fea7fcc149a6
2465,2abeb65f-857c-41b6-ac50-a8de30d4aea6,Tite_entries_entry-1067.0_titus-axxiii.txt,79.1,232,235,,List Reference,,a161f980-5e0a-4578-87aa-fea7fcc149a6
2466,6aefbf71-be02-4e20-b599-b6c604e9b9ff,Tite_entries_entry-1058.0_titus-axvi.txt,William   Camden,260,275,PERSON,,,383b21c0-a7eb-4534-bfe7-8a07b8af60b0
2467,383b21c0-a7eb-4534-bfe7-8a07b8af60b0,Tite_entries_entry-1058.0_titus-axvi.txt,"William   Camden,   1612-16  (75.10)",260,295,,Loan,,383b21c0-a7eb-4534-bfe7-8a07b8af60b0
2468,875fb289-5b56-42cf-b0c9-135079339109,Tite_entries_entry-1058.0_titus-axvi.txt,1612-16,280,286,,Date,,383b21c0-a7eb-4534-bfe7-8a07b8af60b0
2469,b75b5158-2614-440b-8bb7-be0d6d7461a7,Tite_entries_entry-1058.0_titus-axvi.txt,75.10,290,294,,List Reference,,383b21c0-a7eb-4534-bfe7-8a07b8af60b0
2470,a4a4134b-1fab-4290-b7db-55e467f72476,Tite_entries_entry-1058.0_titus-axvi.txt,Henry             Spelman,298,322,PERSON,,,b02b6fce-bdec-4379-a6b9-b545d5be729f
2471,b02b6fce-bdec-4379-a6b9-b545d5be729f,Tite_entries_entry-1058.0_titus-axvi.txt,"Henry             Spelman, c.1615 (46.6)",298,337,,Loan,,b02b6fce-bdec-4379-a6b9-b545d5be729f
2472,58993e24-fdeb-4a6d-a8a6-772be2f3f0a1,Tite_entries_entry-1058.0_titus-axvi.txt,c.1615,325,330,,Date,,b02b6fce-bdec-4379-a6b9-b545d5be729f
2473,af108f25-ba3f-4e2b-a5df-fba51e4a07f5,Tite_entries_entry-1058.0_titus-axvi.txt,46.6,333,336,,List Reference,,b02b6fce-bdec-4379-a6b9-b545d5be729f
2474,1de0d3ae-a1cb-41ea-a173-bbcc5803c236,Tite_entries_entry-945.0_vespasian-cxiv.txt,George  Carew,1588,1600,PERSON,,,33747e3c-bfec-4032-8338-4a7ec8efbac0
2475,33747e3c-bfec-4032-8338-4a7ec8efbac0,Tite_entries_entry-945.0_vespasian-cxiv.txt,"George  Carew   (d. 1612), after Christmas  1604         (129.6: ? vol. 1, fols 247~70v, artt. 102-3, and / or fols         278-97y,   artt. 110-15, of this)",1588,1744,,Loan,,33747e3c-bfec-4032-8338-4a7ec8efbac0
2476,bc06766e-cbd5-4c73-9505-ca9b9862fc9f,Tite_entries_entry-945.0_vespasian-cxiv.txt,after Christmas  1604,1615,1635,,Date,,33747e3c-bfec-4032-8338-4a7ec8efbac0
2477,ec935c5b-0b54-49df-81fa-db020d1031d1,Tite_entries_entry-945.0_vespasian-cxiv.txt,129.6,1646,1650,,List Reference,,33747e3c-bfec-4032-8338-4a7ec8efbac0
2478,cf4fbecf-eb56-45f1-abaa-382c932e79ca,Tite_entries_entry-945.0_vespasian-cxiv.txt,"vol. 1, fols 247~70v, artt. 102-3, and / or fols         278-97y,   artt. 110-15, of this",1655,1743,,Partial,,33747e3c-bfec-4032-8338-4a7ec8efbac0
2479,5a871939-557f-42d9-b595-4b944ac493f8,Tite_entries_entry-945.0_vespasian-cxiv.txt,Henry  Savile,1747,1759,PERSON,,,39779bc0-bd9a-46e5-9d91-2fb36e9497d0
2480,39779bc0-bd9a-46e5-9d91-2fb36e9497d0,Tite_entries_entry-945.0_vespasian-cxiv.txt,"Henry  Savile, after         Christmas  1604  (129.7: ? of articles now mainly in vol.         1 of this)",1747,1851,,Loan,,39779bc0-bd9a-46e5-9d91-2fb36e9497d0
2481,b532178a-0e02-4619-9302-743dc1286895,Tite_entries_entry-945.0_vespasian-cxiv.txt,after         Christmas  1604,1762,1790,,Date,,39779bc0-bd9a-46e5-9d91-2fb36e9497d0
2482,c3475299-4229-4936-a176-67187e6dc067,Tite_entries_entry-945.0_vespasian-cxiv.txt,129.7,1794,1798,,List Reference,,39779bc0-bd9a-46e5-9d91-2fb36e9497d0
2483,33e7d4c3-e57f-426f-8545-731ab58d0bca,Tite_entries_entry-945.0_vespasian-cxiv.txt,"? Ralph  Brooke, by  1615 (17.1: vol. 1, fols         126-34,   artt. 45-50, fols 136-59,   artt. 52-61, fols         241-69y,  272-97, artt. 100-3, 106-15, of this)",1854,2018,,Loan,,33e7d4c3-e57f-426f-8545-731ab58d0bca
2484,56aa60bc-06b1-44d0-b171-71167f3450bf,Tite_entries_entry-945.0_vespasian-cxiv.txt,Ralph  Brooke,1856,1868,PERSON,,,33e7d4c3-e57f-426f-8545-731ab58d0bca
2485,0f709fd3-ab2b-4e8f-b378-128fb9f1b8dd,Tite_entries_entry-945.0_vespasian-cxiv.txt,by  1615,1871,1878,,Date,,33e7d4c3-e57f-426f-8545-731ab58d0bca
2486,23fe2f18-4050-4f58-b819-742ebab12706,Tite_entries_entry-945.0_vespasian-cxiv.txt,17.1,1881,1884,,List Reference,,33e7d4c3-e57f-426f-8545-731ab58d0bca
2487,84c87af4-a525-4426-92f6-8f940ca255b1,Tite_entries_entry-945.0_vespasian-cxiv.txt,"vol. 1, fols         126-34,   artt. 45-50, fols 136-59,   artt. 52-61, fols         241-69y,  272-97, artt. 100-3, 106-15, of this",1887,2017,,Partial,,33e7d4c3-e57f-426f-8545-731ab58d0bca
2488,309a8abd-2bb3-437a-8bcd-2b383ef3bc0f,Tite_entries_entry-945.0_vespasian-cxiv.txt,"William         Le Neve,  1641 (213.1: ? this, ? Nero D.VI or ? Vit. C.IV)",2021,2094,,Loan,,309a8abd-2bb3-437a-8bcd-2b383ef3bc0f
2489,463e2bc0-0cd1-46be-94ca-1ee7fa534de8,Tite_entries_entry-945.0_vespasian-cxiv.txt,William         Le Neve,2021,2043,PERSON,,,309a8abd-2bb3-437a-8bcd-2b383ef3bc0f
2490,4efd3693-abf4-4ede-8902-5e25e295da8d,Tite_entries_entry-945.0_vespasian-cxiv.txt,1641,2047,2050,,Date,,309a8abd-2bb3-437a-8bcd-2b383ef3bc0f
2491,5f529e06-ee40-420c-a317-15c596b99441,Tite_entries_entry-945.0_vespasian-cxiv.txt,213.1,2053,2057,,List Reference,,309a8abd-2bb3-437a-8bcd-2b383ef3bc0f
2492,c1da4d78-3799-4d5b-b8ba-a254c239536b,Tite_entries_entry-945.0_vespasian-cxiv.txt,"? this, ? Nero D.VI or ? Vit. C.IV",2060,2093,,Uncertain Book,,309a8abd-2bb3-437a-8bcd-2b383ef3bc0f
2493,2a486c97-e4b2-40d9-9847-9a03771026a5,Tite_entries_entry-945.0_vespasian-cxiv.txt,William  Dugdale,2105,2120,PERSON,,,1ce41e1d-6092-4243-9c26-c99541ad9c42
2494,1ce41e1d-6092-4243-9c26-c99541ad9c42,Tite_entries_entry-945.0_vespasian-cxiv.txt,"William  Dugdale, 1661 (265.1: ? vol. 1, fols 126-34, artt.         45-50,  fols 136-59,  artt. 52-61, fol. 139, art. 54, of         this).",2105,2243,,Loan,,1ce41e1d-6092-4243-9c26-c99541ad9c42
2495,48f07ded-3c38-4f53-83b9-db0802eb4da5,Tite_entries_entry-945.0_vespasian-cxiv.txt,1661,2123,2126,,Date,,1ce41e1d-6092-4243-9c26-c99541ad9c42
2496,6bcd955a-8f95-4b6d-ace0-d5d37bc96e46,Tite_entries_entry-945.0_vespasian-cxiv.txt,265.1,2129,2133,,List Reference,,1ce41e1d-6092-4243-9c26-c99541ad9c42
