CatalogNum	UUID	QUOTE_TRANSCRIPTION	Person	AuctionYear	Lot	PersonUUID
491	128bb694-3f4b-4b67-9064-c09af82fc164	Hagen  (1918, Lot 638)	Hagen	1918	638	14b22823-853e-4686-bfaa-319587fc5211
492	4e190c45-a614-4a22-b468-87a5fb93b2ce	Mark Robinson  (I, 1918, Lot 469)	Mark P. Robinson	1918	469	08ec42eb-e4fa-4818-9025-8889495d3512
494	24a04f35-7f09-4fe3-9444-26ce2ca49b33	W.W.E. Wynne	W.W.E. Wynne			
494	2ce699ad-2ae6-4868-abb8-89bd77724fdf	Ashburnham (II, 1897,  Lot 1984)	Ashburnham	1897	1984	095393e4-e0a2-4a27-a64f-7f2455b75c1c
494	d3445979-4927-4d48-a11c-b9791493d779	Thomas Brooke	Thomas Brooke			
494	b5475925-d5b1-4468-a7a3-55047b1f9564	Lady Brooke (1913, Lot 304)	Lady Brooke	1913	304	503ae172-41ce-41e9-be07-95ff3ff2d23d
494	02c12907-f53b-4958-a01c-0a027cad6d7f	J.C. Williams (1929, Lot 671)	J.C. Williams	1929	671	48d2766f-e6a4-492e-90a8-ef5ba4cd2185
494	238b0e83-9526-4a2b-8e1e-cdf0e5b1bc84	J-T.Snyder (Anon. sale Sotheby’s 10 December 1934, Lot 82)	J-T.Snyder	1934	82	bffdfbd8-72e7-418c-9ad7-de40866fb5f4
495	21644a57-19d5-42ab-b807-3aa308d5b31a	Jones (II, 1919, Lot 1043)	Jones	1919	1043	23252fe9-db70-4db3-90b7-9485caa11410
496	28a38f07-c35a-44be-bd4c-16a91f17b9fb	Halsey (1919, Lot 786)	Halsey	1919	786	3909357c-1f14-41f9-b42c-703890e965b2
498	941b811d-b239-447d-9f6d-f0eae8ea949f	Hagen (1918, Lot 644)	Hagen	1918	644	578a065d-2f0d-466b-a7fc-576a5a976afa
5	66c15c6f-6edd-4c85-9525-3f5a6f9ee14e	The Mavor (private)	Mavor			6b4fe55e-3a18-4bee-aac3-da525c3c70f2
5	47f56025-304c-4cfd-bed3-688fef9d3699	Bliss (1, 1858, Lot 4477)	Bliss	1858		78d20f96-28d1-4cea-8a17-bf12e5f4598d
5	4ca26a3b-9bf3-47fd-84f8-967f45955e28	Corser{ (V, 1870, Lot 830)	Corser	1870		02b0f707-1d41-4081-9061-ad92a7ebb574
5	47b99a38-57c5-41b9-819c-895e52b9297d	Huth  (VII, 1918, Lot 7088)	Huth	1918		c75f8dab-1afc-4d58-a7b9-f3d893a3dfa6
502	d65ec7d0-83d3-45e5-8df9-3d5e696515c1	Bridgewater	Bridgewater			
502	5b823534-2380-41a0-ab67-5839d5448c89	Bindley (I, 1818, Lot  2042)	Bindley	1818	2042	36a8de1e-d03a-460e-929d-c1ba6acd3bd2
502	26a94e58-56d7-4321-af10-d5fb4f1d8302	Heber (VII, 1835, Lot 3179)	Heber	1835	3179	b8dbc4a1-7123-43dc-8f5c-10fc14c94042
502	7578e9da-a9ec-434f-8721-d7800bdd9b4c	Britwell (1927, Lot 967)	Britwell	1927	967	f8d82ed9-1371-4a8a-b92b-8051a7f0b796
504	a323d955-7ece-4b29-8df4-b573cfaf75d6	Gaisford (1890, Lot 935)	Gaisford	1890	935	61d0bab1-7b0a-4796-8532-212157681fc4
504	f0abe766-eba1-46d8-b3b7-2585b481c4df	Chew	Chew			
504	b9e1cdab-76df-4605-889a-4789a42f9e9b	Huntington	Huntington			
504	aa821fef-5157-4ebb-a66d-b631c1338c91	English Literature from London (1919, Lot 43a)	English Literature from London	1919	43a	95036939-47ee-49d5-9852-448243423adc
504	f5272596-bf0f-4595-93be-b7d3bec693ca	Clawson (I, 1926, Lot  409)	Clawson	1926	409	35ad5641-2f7b-4e0d-92ea-2737af4050fd
505	2ec2d64d-9653-4cd7-9b54-729aca9cda97	W.F.Franklin (Anderson’s 1916, Lot  946)	W.F.Franklin	1916	946	a28b080a-a2ef-406b-b09f-9a2711a50666
506	d4edae35-36df-467e-a865-0e832e64e7d4	Britwell (1919, Lot 56)	Britwell	1919	56	2ebf2736-a034-48c4-8df3-2e94ae6bfe37
507	97aa2f13-2838-46cb-add8-cd960a3a4453	Pinkerton  (1, 1812, Lot 85)	Pinkerton	1812	85	df50909d-d3e7-457c-9cd4-0158f1a20ca3
507	53faf0be-ed5d-4d9f-85ba-cbe6c21471ba	Heber (IV, 184, Lot 2563)	Heber	1834	2563	6d0eb5f5-93b0-4354-8faa-ed910f3b4671
507	4df305e7-3569-4308-89f9-58c8826b30df	Britwell (1922, Lot 646)	Britwell	1922	646	7925964f-a170-49e7-aab4-7bb0ac134b6c
508	3e4bf637-1eb9-4660-8b48-734cc4eec4c6	J.M.Rice (1834, Lot 950)	J.M.Rice	1834	950	0998fec5-3fc9-4961-b8b1-f46c4b2761cc
508	440749c4-0d1e-4956-93a7-155275c1d9f0	Britwell (1924, Lot 435)	Britwell	1924	435	7a9287b0-23bd-422d-863a-ac133226f140
509	ca755d9f-82bc-4dd6-8e83-32227180d3b8	Huth (VII, 1918, Lot 7162)	Huth	1918	7162	d947e8da-7fdd-44bb-85e1-839d255457f2
51	7b1381ed-8f8a-478b-b0dd-486a8bb5b30b	The Huth (VII, 1918, Lot 6730)	Huth	1918	6730	fbca3da9-40b6-4416-b6d5-eeb556fa85b0
510	5adb88c8-4259-45e1-8d52-9333375c8d88	anonymous sale, Sotheby's 27 April 1858, Lot 596	Sotheby’s	1858	596	8f6fe32a-1fcb-4428-b4f1-b4d760688c43
510	d2ec6d6f-29dd-4d22-9e18-74ab6ba1b08e	Britwell (1922, Lot 687)	Britwell	1922	687	0543fbce-a2bd-4e36-a94f-f80c2826dc94
511	eee1d2ae-87ae-48e6-a3cb-16c9ed21d7ba	Hoe (IV, 1912, Lot 1705)	Hoe	1912	1705	50372851-248b-4a2d-a177-0a115e782920
512	a8436739-e918-4c3b-9d29-f237bfacfb1d	Hoe (IV, 1912, Lot 1710)	Hoe	1912	1710	64a43bb6-ef1a-4c11-9008-89090b958c5b
515	eb4358dc-1b90-4048-abf0-1e17fde7539f	Hagen (1918, Lot 649)	Hagen	1918	649	4ec0fcff-bc51-45a1-835e-fd1db15a938b
518	e08aae0f-50d9-460f-af6d-b2de031b4d91	Mostyn (1919, Lot 171)	Mostyn	1919	171	83253abb-e3bd-450e-b50f-d7a17db4986a
518	dfa85f83-6f78-4fb8-b0f9-af18d8848490	Clawson  (, 1926, Lot 418)	Clawson	1926	418	2b6445e2-6b65-4a9f-ad0d-ad713476ab3b
519	4ea56940-eeae-480e-a3d6-d02f4dd99ce3	Mostyn (1919, Lot 174)	Mostyn	1919	174	84eb5dca-a44d-445c-b091-f79d9d5cb612
52	85741f4f-7e35-47eb-9ee6-0c04487f0f10	The Lefferts (Richmond List, 1901,  p.80)	Lefferts	1901		b8da55b2-9cdf-447c-892b-605851f7e512
52	f1a3ad17-b97a-4fc5-9a23-ff840f512a3f	Hagen (1918, Lot 35)	Hagen	1918	35	a7c7fdfc-9d14-4139-8d93-619823b95b59
520	5bd2449f-37b8-4045-802d-0fe6b9157dda	Mostyn (1919, Lot 71)	Mostyn	1919	71	d7f8d703-3f8a-4aa3-9a8b-8ef97fb1cfbd
520	7875ed7f-f61c-402f-8395-41a18088ef4d	Clawson (I, 1926, Lot 419)	Clawson	1926	419	062b15eb-2b62-4ee5-b03f-3152ab9a2be9
521	37fde9ac-27d1-4030-bdab-b2b0bb5f330f	Mostyn (1919, Lot 347)	Mostyn	1919	347	462d0391-3fc8-42bf-b432-1c184207a0c9
521	dcb9eb90-52aa-47ff-ab89-b4cd4bc090d2	G.D.Smith (II, 1920, Lot 358)	G.D.Smith	1920	358	bd423c95-1bd3-4f42-9273-f077d7a514e3
521	9df19186-107d-448d-82f3-268d9e06572c	Clawson (II, 1926, Lot 888)	Clawson	1926	888	290d1608-2d1d-46ad-ae22-d581666f11ff
523	5bf7b3ff-7c3c-4672-a160-984978e36de4	Puttick’s  (26 June 1918, Lot 182)	Puttick’s	1918	182	c535f5ba-69d2-4db3-97c3-c15f732241c1
523	6f3b5dcd-af97-4224-907e-2df94239d53b	Jones (1919, Lo	Jones	1919		7add1bf3-a8e2-4acf-b8b6-3b85a8b54cf5
523	d900b757-a6c4-4920-8fe6-10db0369144d	Clawson (I, 1924  	Clawson			69e921ab-33a3-467f-81b3-63547fd4bc3a
524	307f6511-bdde-4f30-bd10-6f463e7517e3	Mostyn (1919, Lot 338)	Mostyn	1919	338	8eb9beed-c998-4023-911f-9f5aec325ff7
524	e0bf45c7-342f-4c4a-b383-480a20838e05	Clawson  (I, 1926, Lot 420)	Clawson	1926	420	03392e8f-9d13-4cc7-889f-97527f67b2be
525	d7452d6d-7651-4e82-8205-a1ee4095fff7	Mostyn (1919, Lot 343)	Mostyn	1919	343	c09e9d2a-fda2-42cb-9c71-45290674f3e1
526	c708cd0d-364f-407d-9ca6-887eac8cc532	Mostyn (1919, Lot 361)	Mostyn	1919	361	6364fd06-9392-4cc1-9c09-25831a42369c
526	21e13b7f-67f1-45eb-a29c-4f4fd68db899	Clawson  (1, 1926, Lot 424)	Clawson	1926	424	4e9408ec-bae5-4c2a-9da1-c012bcbe1cbd
527	c425292e-3424-465a-9d82-4439e6755692	Corser (II, 1869, Lot 712)	Corser	1869	712	b3b0b90c-8a8e-4f70-8a83-4e8e01e95402
527	37320498-7d42-48f1-9413-8f417c50f197	Tite  (4874, Lot 1586)	Tite	1874	1586	a6a55750-e55d-4f11-8eda-77a116a3f646
527	83237578-6d44-4d9d-b90e-2f9fdaa1627a	Huth (IV, 1914, Lot 3978)	Huth	1914	3978	cf8e47e1-c657-45de-bd0d-3732839ad4ac
527	52b739bd-67d6-4410-9b94-230422efb3d1	Jones (1919, Lot 931)	Jones	1919	931	168fb8e6-39fa-4b90-b160-c7f50d2a44c2
528	30980184-19e9-44f0-a633-ec3995539a90	Jones (1919, Lot 930)	Jones	1919	930	
529	19c20183-0846-407f-b2ae-b970b59cba0e	Inglis (1826, Lot 764)	Inglis	1826	764	2c1243ee-48c3-4a5d-9938-f3db21b005d1
529	8fffe0d4-1075-4365-a5e5-5a6cb32d8f76	Britwell (1922, Lot 388)	Britwell	1922	388	575c082b-3bbc-4d90-bd05-323af3157ebf
53	1bc420f0-65f9-4ccd-bd80-1ce935a87681	The Hagen (1918, Lot 34)	Hagen	1918	34	499c01c1-c7df-4fae-85f6-25d0fb393dc7
530	d382b898-7e1a-45c5-a654-4dd6cfa54083	Bliss (II, 1858, Lot 1499)	Bliss	1858	1499	491cb858-23f8-4b7b-8c0a-1fc276a82614
530	c316b788-a8e8-4229-b17a-635472f3b97d	Hoe (III, 1912,  Lot 1653)	Hoe	1912	1653	cf74bc69-042e-484a-9f76-eecec9a5079e
530	3a1aa095-bc24-4e61-96cb-ad75bafe14cc	Huntington (V, 1917, Lot 234)	Huntington	1917	234	b9b044af-a03e-4979-9fa6-de64d7f7b48d
534	84c7115c-d26a-47e7-b976-bf60df09eea3	Bridgewater	Bridgewater			
534	26609faa-b1a2-43cc-836b-4fc914e88d1f	Huntington	Huntington			
534	149421b5-9ec7-4f47-a14b-fa72028524ed	Jones (II, 1919, Lot 944)	Jones	1919	944	5cd88334-c99d-4da9-a798-b371f24becdd
535	77eaca2d-9141-4382-8da5-f3f08a549242	Britwell  (1924, Lot 456)	Britwell	1924	456	43acf48c-9d1d-4c35-a44d-0c0383ccb2c2
536	8f1678cb-b662-4193-8bad-17156fd913ee	Corser (IV, 1870, Lot  4371)	Corser	1870	4371	c1a12936-6080-411f-8d87-62ba64eebd7b
536	9eda111e-c52d-4aef-914b-b3e21f5246fb	Huth (IV, 1914, Lot 4043)	Huth	1914	4043	7b901c72-0714-42fe-8dc6-1e4a4fcfdbd3
537	402e86be-4152-4a2c-9d6a-1b873ee7745c	Lenox Library	Lenox 			
537	59704e28-31e8-4e85-964e-9550e456d3ed	Church	Church			
537	236057cd-6869-4907-9575-3311cb1b3a2c	Huntington	Huntington			
538	1aa27b01-1e0d-4a30-95a7-82086385b89c	miscellany sale at  Anderson’s 10 February 1920, Lot 562.	Anderson’s	1920	562	42645bd0-5d38-4660-8195-5f3f73d5fc6f
539	7a903bcc-268d-456a-99f5-e44dbc20f38e	Jones (1919,  Lot 952)	Jones	1919	952	f230f0aa-b7f8-4aa4-9b77-808cd3204b29
54	fd3dc201-bd06-4354-aa5b-04e2c3652258	The Duke of Leeds (1896, Lot 170)	Duke of Leeds	1896	170	e6492182-6e6c-4de6-b921-89631f1580dc
54	04d1dbb7-bcc3-4819-a7da-4da099e088ad	Hagen (1918, Lot 36)	Hagen	1918	36	a5fbfaea-824e-4889-b0dd-162867dd7118
540	10b37e47-0951-4248-81b3-d235c88171f7	Locker	Locker			
540	4f54f6ef-2bc5-48b4-bb27-c8622192fde0	Hoe (II, 1912, Lot 1803)	Hoe	1912	1803	1f433e74-7b65-4fdf-bdb9-c547a7868cab
540	8935eca2-aaab-4243-b2f1-7ebf79c8d725	Huntington (VII, 1918, Lot 460)	Huntington	1918	460	77182000-3082-485c-8066-dea77a1efdbb
540	47bfdd16-6e02-424e-b2ca-879483f22d9d	Jones (1919, Lot 951)	Jones	1919	951	4d75d625-e6c2-4c27-83df-58e439aa26f8
540	79b0d10b-f7f0-4b92-aab9-e2add267c9be	Clawson (I, 1926, Lot 437)	Clawson	1926	437	691fe7ca-28bd-48f6-85dc-42482448cbd5
542	55cdd6a7-f98f-4c19-9823-be609e29b930	e Hagen (118  Lot 681)	Hagen	1918	681	616f08b0-e44c-456a-883d-66869badfb71
543	485dfde0-d20d-4b9f-be47-dc46543fe3f8	Fillingham  (180s, Lot 341)	Fillingham	1805	341	a10b4318-a445-4c14-aeef-04ace1519ee9
543	c6699fa3-fd16-49d4-9a0f-e8d034f20471	Kemble (1809)	Kemble	1809		c68cb028-33ed-4ecd-8967-778602ee98fa
543	6c458933-85bc-48c8-b89c-d845497c0f85	Devonshire	Devonshire			
543	33cad14e-2607-418a-9bba-7fdd0cd8f43f	Huntington	Huntington			
544	0887bfc6-f0f9-4cba-a7f0-35515707f0ca	Bridgewater	Bridgewater			
544	f6ab4a17-2ec1-401d-b698-c5de550284c9	Huntington (VII, 1918, Lot 462)	Huntington	1918	462	951fe8b0-3b79-4d20-bd4c-c4ecb60e4fe1
544	ad0b8f92-8214-428f-b58b-e19084f2325e	Jones  (agt9, Lot 953)	Jones	agt9	953	8bee25cb-f793-436e-a634-3dc0f48213a6
544	5b14cda3-7ec9-4eb3-80b6-9aee75f4f4a2	Clawson (I, 1926, Lot 440)	Clawson	1926	440	4dc0f1f9-113f-4dee-b78c-15e2641a4b4d
545	4b87ec9a-18f0-453b-b4f4-acedb0350836	Kershaw (1877, Lot 774)	Kershaw	1877	774	f191591e-0a9e-4723-a75a-e2ccf737b04a
545	3f62ca65-767f-47ae-8d9b-d7fb2da13584	Jones (1919, Lot 946)	Jones	1919	946	b8bfcf85-3fc0-415e-9fb7-153247ea7c88
546	fae68649-906b-41b4-965d-854e19ae9405	Locker	Locker			
546	a279449f-e102-420d-9514-19aea0f196bf	Hoe (I, 1911, Lot 1900)	Hoe	1911	1900	397ef430-1a58-4b7e-9d3b-2728a69bb6d3
546	99946721-a12c-47f0-8c3e-824f565de7f1	Huntington (V, 1917, Lot 238)	Huntington	1917	238	878e2cf4-4d68-44f7-8037-fdb3ae68c2ec
546	f99bfa7f-b474-4af3-a9a2-fbb4de0ca039	Chew (I, 1924, Lot 227)	Chew	1924	227	9fb071f7-aaa4-4124-baa7-57cc8d982bb1
547	8f91fdfd-5e29-4a1c-aa01-fd629aabe113	Mostyn (1919, Lot 177)	Mostyn	1919	177	d4e077c1-4295-4d59-8361-120014de0952
547	c86a4e96-b482-413d-9cd6-b5f28124b06f	Clawson  (I, 1926, Lot 438)	Clawson	1926	438	c4cd3173-7c42-4f76-af3f-125be0c5ba49
548	7fc65a05-8bb4-4ea7-b933-21a470ba070d	Hagen (1918, Lot 680)	Hagen	1918	680	98e036c4-c326-46f9-83d3-a209c73391ee
549	347cf355-fd67-404d-9740-00db24b757ca	Roxburghe (1812, Lot  s222)	Roxburghe	1812	5222	e03ab09e-10fe-4698-9938-b7b20b32e866
549	6ea15c6a-772d-4895-a5ac-9f2c77b9ee72	Kemble (1814)	Kemble	1814		a1e1f31b-55c1-46b0-9034-43b4bb388fe7
549	8be67bd3-25cb-44f4-b803-e5468495cc6b	Devonshire	Devonshire			
549	60d2b15a-72aa-4032-9089-14f8391d05ae	Huntington	Huntington			
55	4c15170f-5414-4f5e-8e74-da3d5ab8364d	The Wheeler (1919, Lot 51)	Wheeler	1919	51	7937bd6c-21f5-48d4-9cb9-02e025c4c63a
550	9c4403f9-0801-40fe-a493-800e70dbea01	Bridgewater (I, 1802, Lot 129)	Bridgewater	1802	129	e8519bbd-ebb2-4d00-94ae-d8fba21d60fc
550	0f08e025-f481-4187-bc79-fa4b70403398	Devonshire	Devonshire			
550	7c54557f-63f0-4383-8bb6-af1ae9c3e191	Huntington (VII, 1918, Lot 467)	Huntington	1918	467	dfb7bacf-d138-4501-96d2-3df38b1ac2ed
550	b5a9e80e-d89d-43c6-8398-bdf58a24d813	Jones (1919, Lot 956)	Jones	1919	956	4dafdaa0-1bf4-44d4-9ab3-e801a995e374
550	305b3a81-8c29-4964-9bb4-db1944ec476d	Clawson (I, 1926,  Lot 441)	Clawson	1926	441	47264ca7-2a58-42a8-bcbf-f0a26266f7ec
551	23c634a9-99f0-47ba-848a-8858adbe5781	Jolley (II, 1844, Lot 826)	Jolley	1844	826	b57585cb-8118-4f99-aab4-d67725f6bbf2
551	74f2de07-7aa5-4edc-b245-f3c2c4b05914	Holgate (1846,  Lot 457)	Holgate	1846	457	7a1352dd-49b0-4720-8ac6-7466dbad6908
551	c6a50790-414e-4a6f-a024-412a372ea60b	Britwell (1921, Lot 112)	Britwell	1921	112	34b28c8b-8450-499a-99d4-3fbab1e36dbf
551	79ac2564-07b3-4860-a59a-ffa78227e505	Clawson (I, 1926, Lot 436)	Clawson	1926	436	afedf546-506a-49e3-8a07-7dec9e5c555b
552	89fa8eff-b4d1-4295-8ecf-e80d95005962	Clawson (I, 1926, Lot 442)	Clawson	1926	442	954a5e14-2610-4f82-9067-cdf639c9441c
554	fe6c064a-06ef-49d1-ac64-fe987710978f	Kemble	Kemble			
554	8f164c7e-c86d-48ec-8657-321a9f9f146e	Devonshire	Devonshire			
554	95124e79-eaf8-4408-84f6-f16b003ef952	Huntington	Huntington			
554	8147e98e-e1d8-42b0-8424-cab8654e7b62	English Literature from London (1919, Lot 437a)	English Literature from London	1919	437a	477857ca-f3ce-495a-b375-bb8256ae31d0
555	b62ca39e-92ce-40e8-8781-2fb297d7514c	H.V.Jones copy (1918, Lot 948)	H.V.Jones	1918	948	19e228c7-7a1f-437d-9914-2b4ac6d3d2d0
556	34dfcbf7-47ba-4f9e-93ae-1004c365ad61	Sotheby's, The Property of a Nobleman, 25 July 1930, Lot 43.	Sotheby’s	1930	43	89a0641a-c960-4fe2-af13-473e33a7cdaf
557	e80bbfd2-0f6c-4c1b-a2ac-40c0f5f37ee8	R-H.Inglis (1889)	R-H.Inglis	1889		df361bc7-4329-4381-9da0-748808375dc6
557	4cfc7e06-b96e-4f23-b112-afc86a7ff94f	McKee (III, 1991,  Lot 2441)	McKee	1991	2441	f8332a83-0ebd-4342-8ba0-6c98959d0611
557	7b479eb8-6ae2-4319-b0a8-8e47e32865e3	W.A.White (privatet)	W.A. White			43aa6f70-c4f6-4c73-8278-229062adf8e9
558	ff94299e-7555-4d77-b527-0652f8221db8	Kemble (1798)	Kemble	1798		24fefc98-1b31-4210-a329-3b322e5e7652
558	01f3451a-8ab3-4c69-9def-51465efc8cbe	Devonshire	Devonshire			
558	67272943-2282-460e-aafd-5af52f299a3b	Huntington	Huntington			
559	b5618199-30db-44d9-8024-8c5e7b9b36fb	Hagen copy (1918, Lot 676)	Hagen	1918	676	480965e9-a636-4959-836f-08d283a69c2b
56	1736fcd2-7d08-49a1-a5a4-e7b88756263f	The Sidney Herbert (1916, Lot 46)	Sydney Herbert	1916	46	5eac29a5-3513-4db5-b91b-aba111ada5cd
561	86592d5b-ce12-4d07-86d5-0edc599b24f8	Hagen (1918, Lot 682)	Hagen	1918	682	126e3e3f-713d-4522-8fab-81686ea12c93
562	acff75ae-09bf-480a-8513-f278e100f871	Forman (I, 1920, Lot 355)	Forman	1920	355	61017374-bfe4-446c-b92c-26e6edd27cf2
563	98ae5d95-1250-4d96-93f5-26d17227a6b1	Kemble	Kemble			
563	ed8d9956-e02e-4f66-801c-6754c2246071	Devon-  shire	Devonshire			
563	6a71788f-1a82-489a-b53f-8d809dd12f2d	Huntington	Huntington			
563	09829ea5-a980-4bc2-a0a8-4f52ec6fbde9	English Literature from London (1919, 439¢)	English Literature from London	1919	439	638216ea-eb5f-48d3-b090-b8f11a29ce10
564	bea65d09-8c77-4316-83df-377b70eb951c	Huth (IV, 1914, Lot 4073)	Huth	1914	4073	df418b0e-b12b-40cc-9a78-ab6be0613f65
565	ab0d0c9e-c94b-4472-83ce-bd6692451c0f	Lefferts (1902, Lot 811)	Lefferts	1902	811	c97e849c-750d-4e25-8951-bc33f0a6ebf0
565	afc108de-8726-472c-912e-ac6355368fbc	Hoe (IV, 191,  Lot 1789)	Hoe	1912	1789	71af130f-e9e5-4a45-910a-e0883cc3ebf4
565	30775979-fab9-4c77-9ec0-11b13883921c	Chew (I,1924, Lot 231)	Chew	1924	231	a5af0e18-6e1c-4fb6-b51d-24c57dfaf0e6
566	5e0be44e-c6f4-45db-baf2-82db0ecbb226	Kemble	Kemble			
566	b893ae6e-8c1f-48b3-9e60-94b36050fc0f	Devonshire	Devonshire			
566	c4cef255-f3c0-496c-afb6-547980f088fa	Huntington	Huntington			
566	614bab1a-cbf1-4ba3-91c4-7104396c26e8	English Literature from London (1919, Lot 4398)	English Literature from London	1919	4398	5dfaa949-341a-4d27-82c2-e4d323328462
567	e57747da-8269-41b8-b913-385039a32eb5	Utterson (1852, Lot 994)	Utterson	1852	994	38519952-baa9-4047-8dd3-67b8678c1be6
567	ed4e9899-9060-4f14-9c24-bbb10561711f	Corser  (IV, 1870, Lot 377	Corser	1870	377	ffcde54a-9ce3-45c9-8cfb-ecd3adc4889b
567	d2a276c8-90c2-4fd6-aa18-fe1c24fd61ef	Huth (IV, 1914, Lot 4090)	Huth	1914	4090	f75ebef9-03f3-4e3e-8fd2-a278fc8b55cb
568	7573330f-bcc7-4a34-9e3f-d31d646577e0	Hagen (1918, Lot 1190)	Hagen	1918	1190	8d79d13e-7625-49ea-be10-2b72b0fc4ca9
569	5ea8fdf0-9e30-43b5-9c64-fc68644bdda9	Hagen (1918, Lot 692)	Hagen	1918	692	0320a557-4b01-4833-8d42-e6000217aaac
57	387a05c8-4bad-4d8a-988b-a83579e1eb90	The Huth (I, 1911, Lot 805, without label)	Huth	1911	805	6a989123-e3b7-4079-9682-7126cf89ee8f
57	3a33d4ac-86f4-46c5-8690-66d65a28c70e	Cox (Pickering and Chatto Cat. 205, 1923,  Lot 14312)	Cox	1923	14312	a2d48a41-a520-4b0f-b1cc-a06190371b81
57	e27c6075-a34c-43da-9874-cf73caf37c6f	Clawson (I, 1926, Lot 56)	Clawson	1926	56	7fb25e94-0237-4895-abd0-ba4b92fe4cad
571	51e6b371-af2e-4b91-bbf6-2b7c1969ddb9	Hagen (1918, Lot 693)	Hagen	1918	693	0a9c2f85-0c1b-41db-945d-a5f2e79624a5
572	d6b9f430-6151-43ce-b83e-cc5ffb07157d	G.D.Smith (Literature from London 1916, Lot 450).	G.D.Smith	1916	450	edb78be6-2c7b-400f-aa0b-4bab531fd944
573	37a231c0-e51d-4600-9d45-ed9fc011d7d6	Huth (IV, 1914, Lot 4165)	Huth	1914	4165	dbce439a-7862-4fb6-b834-f63262dcd11d
574	b0a2ce7d-8e54-4cbe-85c6-e9e0d19469ad	Kemble (1798)	Kemble	1798		768b32fc-18b7-441f-a350-dab6ef6f203e
574	5a80e936-119d-460d-9550-ee20e568223e	Devonshire	Devonshire			
574	a684161d-f55c-4cb9-bd02-82517b14e1a3	Huntington	Huntington			
575	d700bfbf-14af-438e-8225-342ea2eb6d89	Kemble (1798)	Kemble	1798		d81dd028-f509-41b0-a908-f430285f2aee
575	6168bbec-a5ef-45b0-9c69-51964ebbca54	Devonshire	Devonshire			
575	830142fc-bbe1-4796-aa22-600d0bb5977d	Huntington (IX, 1918, Lot 363)	Huntington	1918	363	790aa178-dbd3-4a89-85db-01ac9bd5cb9e
576	2e6da749-52a5-47b6-ae5f-e7fec5bee0ed	Comerford (1881, Lot 2309)	Comerford	1881	2309	998193e2-6ab9-41aa-95c6-7b54501fc7f5
576	9e55fc25-c744-4e9f-bd4a-804b86908b89	W.A.White	W.A. White			
577	4e067bd4-7faa-4f60-866a-d8a18c32b398	Emmet (1918, Lot 526)	Emmet	1918	526	a1fcfd3b-8109-4e00-99ab-f657b34e8855
579	39c9b35d-0f28-49e2-b383-622bca22e151	Hoe (I, 1911, Lot 2304)	Hoe	1911	2304	455bd6b8-a719-4aab-b493-5867bd3d433a
579	3cc9ea0e-b340-487f-bf65-398a46ae95af	Hagen (1918, Lot 876)	Hagen	1918	876	8820da8e-5143-48b2-869f-6766cf2acff6
58	5f604f36-3e7b-4780-889e-1e3f41524369	A Huntington duplicate, sold privately.	Huntington			f57ecc6f-9e7a-4283-b266-effbc6ad21c2
581	d09f2989-996f-47f0-b4b7-3c8634f3ca7d	Huth (IV, 1914, Lot 4265)	Huth	1914	4265	4e964d5d-b701-473c-815d-47f91b5aac23
583	8e32b08d-42a3-46d7-9ee9-4c375d564644	Huth (IV, 1914, Lot  4264)	Huth	1914	4264	0e354769-e590-4b22-8014-1129d7b8e480
583	cd87b350-9bff-4596-81e6-cd7d8a4869db	Chew (I, 1924, Lot 239)	Chew	1924	239	876aacc3-e36c-40dc-a391-880bc6341ed5
585	a67de318-e11e-4c6a-afae-edbaad7ff675	Huth (IV, 1914, Lot  4278)	Huth	1914	4278	346e3355-2c47-49a6-bad8-e9e907308455
585	7b684662-dcbd-43e9-af0e-30d74f91f8d9	Jones (1919, Lot 1021)	Jones	1919	1021	2e5cf44b-6ca1-45f1-8d8b-ffff928d7e99
586	b4e98fe5-6e59-4401-bd46-99fee9e81302	Huth (IV, 1914, Lot 4287)	Huth	1914	4287	edcdc97a-38c0-4401-a47c-1639f719a385
587	d25969ea-af20-419e-a8da-42d3a2c16a68	Huth (IV, 1914, Lot 4288)	Huth	1914	4288	cc4ee994-7af4-4dac-a68c-1e3682f34bc7
588	d85cb09b-dd0d-48e3-a818-976c439c0629	Huth (IV, 1914, Lot 4309)	Huth	1914	4309	52ddf9d7-fd3d-45e2-a1c2-f2bae27f2060
589	588be6cb-b9b9-41ad-a2a3-7fc29bbc5f75	Huth (IV, 1914, Lot 4303)	Huth	1914	4303	48e6cf05-7b41-44f9-86f8-516fd9cdfa3e
591	99e58f69-a628-4fdd-be61-ebdb3a7694eb	Huth (IV, 1914, Lot 4311)	Huth	1914	4311	3b4385b4-5d38-4236-b1c6-7627276fa3f2
592	e4f9ddf1-f935-4b55-af2d-f4e179dcb963	Huth (IV, 1914, Lot 4307)	Huth	1914	4307	c6a1006e-f7d5-4da9-ab05-6a3a79c65008
593	420f03f1-3dcb-4e03-9581-ec1ebc46dc3e	Huth (IV, 1914, Lot 4301)	Huth	1914	4301	774d8c05-216a-4388-b89f-e4d30b96f117
594	0371af50-2b8e-4412-a05c-88cde7dd2d26	Pembroke (1914, Lot 125)	Pembroke	1914	125	19e609b6-5aaa-4b0a-9401-9cfd1bc0be31
594	91e39ff4-ca02-4616-bd52-a68b976a54c5	Huntington	Huntington			
